Vessel,From_Port,To_Port,Distance_NM,Speed_kn,Sailing_Days
ANN BELL,Ponta da Madeira_Brazil,Port Hedland_Australia,12743.47,12.0,44.25
ANN BELL,Ponta da Madeira_Brazil,Tubarao_Brazil,1526.57,12.0,5.3
ANN BELL,Ponta da Madeira_Brazil,Qingdao_China,10768.94,12.0,37.39
ANN BELL,Ponta da Madeira_Brazil,Caofeidian_China,11049.5,12.0,38.37
ANN BELL,Ponta da Madeira_Brazil,Tianjin_China,11886.0,12.0,41.27
ANN BELL,Ponta da Madeira_Brazil,Vizag_India,10614.97,12.0,36.86
ANN BELL,Ponta da Madeira_Brazil,Fangcheng_China,10990.82,12.0,38.16
ANN BELL,Ponta da Madeira_Brazil,Mangalore_India,9990.66,12.0,34.69
ANN BELL,Ponta da Madeira_Brazil,Gwangyang_South Korea,12335.95,12.0,42.83
ANN BELL,Ponta da Madeira_Brazil,Teluk Rubiah_Malaysia,12173.75,12.0,42.27
ANN BELL,Ponta da Madeira_Brazil,Paradip_India,10839.16,12.0,37.64
ANN BELL,Ponta da Madeira_Brazil,Map Ta Phut_Thailand,12124.91,12.0,42.1
ANN BELL,Ponta da Madeira_Brazil,Rotterdam_Netherlands,4080.78,12.0,14.17
ANN BELL,Ponta da Madeira_Brazil,Xiamen_China,12789.78,12.0,44.41
ANN BELL,Ponta da Madeira_Brazil,Kandla_India,9532.44,12.0,33.1
ANN BELL,Ponta da Madeira_Brazil,Port Talbot_Wales,3731.59,12.0,12.96
ANN BELL,Ponta da Madeira_Brazil,Mundra_India,9496.22,12.0,32.97
ANN BELL,Ponta da Madeira_Brazil,Jubail_Saudi Arabia,7950.04,12.0,27.6
ANN BELL,Ponta da Madeira_Brazil,Itaguaí_Brazil,1882.56,12.0,6.54
ANN BELL,Ponta da Madeira_Brazil,Jingtang_China,11483.16,12.0,39.87
ANN BELL,Ponta da Madeira_Brazil,Lianyungang_China,11028.6,12.0,38.29
ANN BELL,Ponta da Madeira_Brazil,Krishnapatnam_India,10408.64,12.0,36.14
ANN BELL,Saldanha Bay_South Africa,Taboneo_Indonesia,8174.86,12.0,28.38
ANN BELL,Saldanha Bay_South Africa,Vancouver_Canada,12354.61,12.0,42.9
ANN BELL,Saldanha Bay_South Africa,Kamsar_Guinea,4537.52,12.0,15.76
ANN BELL,Saldanha Bay_South Africa,Port Hedland_Australia,7356.16,12.0,25.54
ANN BELL,Saldanha Bay_South Africa,Tubarao_Brazil,4444.79,12.0,15.43
ANN BELL,Saldanha Bay_South Africa,Qingdao_China,8085.54,12.0,28.07
ANN BELL,Saldanha Bay_South Africa,Caofeidian_China,8469.69,12.0,29.41
ANN BELL,Saldanha Bay_South Africa,Tianjin_China,8350.68,12.0,29.0
ANN BELL,Saldanha Bay_South Africa,Vizag_India,6750.55,12.0,23.44
ANN BELL,Saldanha Bay_South Africa,Fangcheng_China,6681.36,12.0,23.2
ANN BELL,Saldanha Bay_South Africa,Mangalore_India,5973.72,12.0,20.74
ANN BELL,Saldanha Bay_South Africa,Gwangyang_South Korea,10334.99,12.0,35.89
ANN BELL,Saldanha Bay_South Africa,Teluk Rubiah_Malaysia,7241.55,12.0,25.14
ANN BELL,Saldanha Bay_South Africa,Paradip_India,7100.58,12.0,24.65
ANN BELL,Saldanha Bay_South Africa,Map Ta Phut_Thailand,7674.2,12.0,26.65
ANN BELL,Saldanha Bay_South Africa,Rotterdam_Netherlands,6324.2,12.0,21.96
ANN BELL,Saldanha Bay_South Africa,Xiamen_China,9340.12,12.0,32.43
ANN BELL,Saldanha Bay_South Africa,Kandla_India,4622.05,12.0,16.05
ANN BELL,Saldanha Bay_South Africa,Port Talbot_Wales,5582.2,12.0,19.38
ANN BELL,Saldanha Bay_South Africa,Mundra_India,6264.92,12.0,21.75
ANN BELL,Saldanha Bay_South Africa,Jubail_Saudi Arabia,5002.9,12.0,17.37
ANN BELL,Saldanha Bay_South Africa,Itaguaí_Brazil,4600.37,12.0,15.97
ANN BELL,Saldanha Bay_South Africa,Jingtang_China,8123.94,12.0,28.21
ANN BELL,Saldanha Bay_South Africa,Lianyungang_China,7865.55,12.0,27.31
ANN BELL,Saldanha Bay_South Africa,Krishnapatnam_India,5126.31,12.0,17.8
ANN BELL,Taboneo_Indonesia,Vancouver_Canada,9205.3,12.0,31.96
ANN BELL,Taboneo_Indonesia,Kamsar_Guinea,11079.73,12.0,38.47
ANN BELL,Taboneo_Indonesia,Port Hedland_Australia,1644.23,12.0,5.71
ANN BELL,Taboneo_Indonesia,Tubarao_Brazil,12559.18,12.0,43.61
ANN BELL,Taboneo_Indonesia,Qingdao_China,3109.59,12.0,10.8
ANN BELL,Taboneo_Indonesia,Caofeidian_China,3081.52,12.0,10.7
ANN BELL,Taboneo_Indonesia,Tianjin_China,3346.33,12.0,11.62
ANN BELL,Taboneo_Indonesia,Vizag_India,2372.52,12.0,8.24
ANN BELL,Taboneo_Indonesia,Fangcheng_China,1830.51,12.0,6.36
ANN BELL,Taboneo_Indonesia,Mangalore_India,3708.04,12.0,12.88
ANN BELL,Taboneo_Indonesia,Gwangyang_South Korea,3114.12,12.0,10.81
ANN BELL,Taboneo_Indonesia,Teluk Rubiah_Malaysia,1448.98,12.0,5.03
ANN BELL,Taboneo_Indonesia,Paradip_India,2424.45,12.0,8.42
ANN BELL,Taboneo_Indonesia,Map Ta Phut_Thailand,1369.64,12.0,4.76
ANN BELL,Taboneo_Indonesia,Rotterdam_Netherlands,9119.0,12.0,31.66
ANN BELL,Taboneo_Indonesia,Xiamen_China,1975.74,12.0,6.86
ANN BELL,Taboneo_Indonesia,Kandla_India,3670.92,12.0,12.75
ANN BELL,Taboneo_Indonesia,Port Talbot_Wales,9185.53,12.0,31.89
ANN BELL,Taboneo_Indonesia,Mundra_India,3596.52,12.0,12.49
ANN BELL,Taboneo_Indonesia,Jubail_Saudi Arabia,5920.49,12.0,20.56
ANN BELL,Taboneo_Indonesia,Itaguaí_Brazil,12599.51,12.0,43.75
ANN BELL,Taboneo_Indonesia,Jingtang_China,3365.32,12.0,11.69
ANN BELL,Taboneo_Indonesia,Lianyungang_China,2993.94,12.0,10.4
ANN BELL,Taboneo_Indonesia,Krishnapatnam_India,2411.88,12.0,8.37
ANN BELL,Vancouver_Canada,Kamsar_Guinea,7832.35,12.0,27.2
ANN BELL,Vancouver_Canada,Port Hedland_Australia,10384.52,12.0,36.06
ANN BELL,Vancouver_Canada,Tubarao_Brazil,8471.67,12.0,29.42
ANN BELL,Vancouver_Canada,Qingdao_China,5280.08,12.0,18.33
ANN BELL,Vancouver_Canada,Caofeidian_China,5355.0,12.0,18.59
ANN BELL,Vancouver_Canada,Tianjin_China,5030.25,12.0,17.47
ANN BELL,Vancouver_Canada,Vizag_India,8810.76,12.0,30.59
ANN BELL,Vancouver_Canada,Fangcheng_China,6011.32,12.0,20.87
ANN BELL,Vancouver_Canada,Mangalore_India,9733.19,12.0,33.8
ANN BELL,Vancouver_Canada,Gwangyang_South Korea,4560.94,12.0,15.84
ANN BELL,Vancouver_Canada,Teluk Rubiah_Malaysia,9625.02,12.0,33.42
ANN BELL,Vancouver_Canada,Paradip_India,9045.75,12.0,31.41
ANN BELL,Vancouver_Canada,Map Ta Phut_Thailand,8979.21,12.0,31.18
ANN BELL,Vancouver_Canada,Rotterdam_Netherlands,8711.22,12.0,30.25
ANN BELL,Vancouver_Canada,Xiamen_China,5263.68,12.0,18.28
ANN BELL,Vancouver_Canada,Kandla_India,9772.29,12.0,33.93
ANN BELL,Vancouver_Canada,Port Talbot_Wales,5606.8,12.0,19.47
ANN BELL,Vancouver_Canada,Mundra_India,10028.64,12.0,34.82
ANN BELL,Vancouver_Canada,Jubail_Saudi Arabia,8692.22,12.0,30.18
ANN BELL,Vancouver_Canada,Itaguaí_Brazil,8455.58,12.0,29.36
ANN BELL,Vancouver_Canada,Jingtang_China,5337.66,12.0,18.53
ANN BELL,Vancouver_Canada,Lianyungang_China,5063.85,12.0,17.58
ANN BELL,Vancouver_Canada,Krishnapatnam_India,8260.25,12.0,28.68
ANN BELL,Kamsar_Guinea,Port Hedland_Australia,11329.31,12.0,39.34
ANN BELL,Kamsar_Guinea,Tubarao_Brazil,3314.3,12.0,11.51
ANN BELL,Kamsar_Guinea,Qingdao_China,11614.72,12.0,40.33
ANN BELL,Kamsar_Guinea,Caofeidian_China,11120.08,12.0,38.61
ANN BELL,Kamsar_Guinea,Tianjin_China,11854.27,12.0,41.16
ANN BELL,Kamsar_Guinea,Vizag_India,8455.2,12.0,29.36
ANN BELL,Kamsar_Guinea,Fangcheng_China,10129.0,12.0,35.17
ANN BELL,Kamsar_Guinea,Mangalore_India,7385.41,12.0,25.64
ANN BELL,Kamsar_Guinea,Gwangyang_South Korea,10303.94,12.0,35.78
ANN BELL,Kamsar_Guinea,Teluk Rubiah_Malaysia,9632.65,12.0,33.45
ANN BELL,Kamsar_Guinea,Paradip_India,8187.4,12.0,28.43
ANN BELL,Kamsar_Guinea,Map Ta Phut_Thailand,9484.41,12.0,32.93
ANN BELL,Kamsar_Guinea,Rotterdam_Netherlands,3718.64,12.0,12.91
ANN BELL,Kamsar_Guinea,Xiamen_China,10304.48,12.0,35.78
ANN BELL,Kamsar_Guinea,Kandla_India,6880.84,12.0,23.89
ANN BELL,Kamsar_Guinea,Port Talbot_Wales,3533.18,12.0,12.27
ANN BELL,Kamsar_Guinea,Mundra_India,6844.87,12.0,23.77
ANN BELL,Kamsar_Guinea,Jubail_Saudi Arabia,5299.3,12.0,18.4
ANN BELL,Kamsar_Guinea,Itaguaí_Brazil,3667.27,12.0,12.73
ANN BELL,Kamsar_Guinea,Jingtang_China,12019.35,12.0,41.73
ANN BELL,Kamsar_Guinea,Lianyungang_China,9885.23,12.0,34.32
ANN BELL,Kamsar_Guinea,Krishnapatnam_India,7786.53,12.0,27.04
ANN BELL,Port Hedland_Australia,Tubarao_Brazil,11300.54,12.0,39.24
ANN BELL,Port Hedland_Australia,Qingdao_China,3492.58,12.0,12.13
ANN BELL,Port Hedland_Australia,Caofeidian_China,3788.51,12.0,13.15
ANN BELL,Port Hedland_Australia,Tianjin_China,3985.8,12.0,13.84
ANN BELL,Port Hedland_Australia,Vizag_India,4327.04,12.0,15.02
ANN BELL,Port Hedland_Australia,Fangcheng_China,2842.74,12.0,9.87
ANN BELL,Port Hedland_Australia,Mangalore_India,4570.22,12.0,15.87
ANN BELL,Port Hedland_Australia,Gwangyang_South Korea,3633.0,12.0,12.61
ANN BELL,Port Hedland_Australia,Teluk Rubiah_Malaysia,2538.05,12.0,8.81
ANN BELL,Port Hedland_Australia,Paradip_India,2980.8,12.0,10.35
ANN BELL,Port Hedland_Australia,Map Ta Phut_Thailand,3124.28,12.0,10.85
ANN BELL,Port Hedland_Australia,Rotterdam_Netherlands,10158.86,12.0,35.27
ANN BELL,Port Hedland_Australia,Xiamen_China,2806.75,12.0,9.75
ANN BELL,Port Hedland_Australia,Kandla_India,5385.93,12.0,18.7
ANN BELL,Port Hedland_Australia,Port Talbot_Wales,10570.05,12.0,36.7
ANN BELL,Port Hedland_Australia,Mundra_India,5406.14,12.0,18.77
ANN BELL,Port Hedland_Australia,Jubail_Saudi Arabia,6877.94,12.0,23.88
ANN BELL,Port Hedland_Australia,Itaguaí_Brazil,11221.22,12.0,38.96
ANN BELL,Port Hedland_Australia,Jingtang_China,3584.64,12.0,12.45
ANN BELL,Port Hedland_Australia,Lianyungang_China,3545.52,12.0,12.31
ANN BELL,Port Hedland_Australia,Krishnapatnam_India,2916.5,12.0,10.13
ANN BELL,Tubarao_Brazil,Qingdao_China,10480.4,12.0,36.39
ANN BELL,Tubarao_Brazil,Caofeidian_China,11214.72,12.0,38.94
ANN BELL,Tubarao_Brazil,Tianjin_China,12890.75,12.0,44.76
ANN BELL,Tubarao_Brazil,Vizag_India,10654.01,12.0,36.99
ANN BELL,Tubarao_Brazil,Fangcheng_China,10191.84,12.0,35.39
ANN BELL,Tubarao_Brazil,Mangalore_India,9895.96,12.0,34.36
ANN BELL,Tubarao_Brazil,Gwangyang_South Korea,13609.77,12.0,47.26
ANN BELL,Tubarao_Brazil,Teluk Rubiah_Malaysia,11654.83,12.0,40.47
ANN BELL,Tubarao_Brazil,Paradip_India,10965.74,12.0,38.08
ANN BELL,Tubarao_Brazil,Map Ta Phut_Thailand,11961.13,12.0,41.53
ANN BELL,Tubarao_Brazil,Rotterdam_Netherlands,5161.33,12.0,17.92
ANN BELL,Tubarao_Brazil,Xiamen_China,10765.65,12.0,37.38
ANN BELL,Tubarao_Brazil,Kandla_India,9745.46,12.0,33.84
ANN BELL,Tubarao_Brazil,Port Talbot_Wales,4836.84,12.0,16.79
ANN BELL,Tubarao_Brazil,Mundra_India,9704.32,12.0,33.7
ANN BELL,Tubarao_Brazil,Jubail_Saudi Arabia,8049.72,12.0,27.95
ANN BELL,Tubarao_Brazil,Itaguaí_Brazil,358.36,12.0,1.24
ANN BELL,Tubarao_Brazil,Jingtang_China,11650.33,12.0,40.45
ANN BELL,Tubarao_Brazil,Lianyungang_China,10718.5,12.0,37.22
ANN BELL,Tubarao_Brazil,Krishnapatnam_India,7761.6,12.0,26.95
ANN BELL,Qingdao_China,Caofeidian_China,278.65,12.0,0.97
ANN BELL,Qingdao_China,Tianjin_China,304.26,12.0,1.06
ANN BELL,Qingdao_China,Vizag_India,3156.62,12.0,10.96
ANN BELL,Qingdao_China,Fangcheng_China,1501.69,12.0,5.21
ANN BELL,Qingdao_China,Mangalore_India,3940.36,12.0,13.68
ANN BELL,Qingdao_China,Gwangyang_South Korea,508.54,12.0,1.77
ANN BELL,Qingdao_China,Teluk Rubiah_Malaysia,2692.8,12.0,9.35
ANN BELL,Qingdao_China,Paradip_India,2806.81,12.0,9.75
ANN BELL,Qingdao_China,Map Ta Phut_Thailand,2447.06,12.0,8.5
ANN BELL,Qingdao_China,Rotterdam_Netherlands,6381.96,12.0,22.16
ANN BELL,Qingdao_China,Xiamen_China,986.13,12.0,3.42
ANN BELL,Qingdao_China,Kandla_India,3784.14,12.0,13.14
ANN BELL,Qingdao_China,Port Talbot_Wales,6696.68,12.0,23.25
ANN BELL,Qingdao_China,Mundra_India,3825.69,12.0,13.28
ANN BELL,Qingdao_China,Jubail_Saudi Arabia,5014.2,12.0,17.41
ANN BELL,Qingdao_China,Itaguaí_Brazil,11370.96,12.0,39.48
ANN BELL,Qingdao_China,Jingtang_China,289.2,12.0,1.0
ANN BELL,Qingdao_China,Lianyungang_China,130.17,12.0,0.45
ANN BELL,Qingdao_China,Krishnapatnam_India,3532.96,12.0,12.27
ANN BELL,Caofeidian_China,Tianjin_China,49.44,12.0,0.17
ANN BELL,Caofeidian_China,Vizag_India,3131.34,12.0,10.87
ANN BELL,Caofeidian_China,Fangcheng_China,1635.32,12.0,5.68
ANN BELL,Caofeidian_China,Mangalore_India,3904.26,12.0,13.56
ANN BELL,Caofeidian_China,Gwangyang_South Korea,707.72,12.0,2.46
ANN BELL,Caofeidian_China,Teluk Rubiah_Malaysia,3106.48,12.0,10.79
ANN BELL,Caofeidian_China,Paradip_India,2781.98,12.0,9.66
ANN BELL,Caofeidian_China,Map Ta Phut_Thailand,2563.49,12.0,8.9
ANN BELL,Caofeidian_China,Rotterdam_Netherlands,6106.14,12.0,21.2
ANN BELL,Caofeidian_China,Xiamen_China,1220.12,12.0,4.24
ANN BELL,Caofeidian_China,Kandla_India,5591.36,12.0,19.41
ANN BELL,Caofeidian_China,Port Talbot_Wales,6419.04,12.0,22.29
ANN BELL,Caofeidian_China,Mundra_India,3718.17,12.0,12.91
ANN BELL,Caofeidian_China,Jubail_Saudi Arabia,4839.34,12.0,16.8
ANN BELL,Caofeidian_China,Itaguaí_Brazil,11328.57,12.0,39.34
ANN BELL,Caofeidian_China,Jingtang_China,18.92,12.0,0.07
ANN BELL,Caofeidian_China,Lianyungang_China,363.4,12.0,1.26
ANN BELL,Caofeidian_China,Krishnapatnam_India,3512.96,12.0,12.2
ANN BELL,Tianjin_China,Vizag_India,4129.65,12.0,14.34
ANN BELL,Tianjin_China,Fangcheng_China,1611.01,12.0,5.59
ANN BELL,Tianjin_China,Mangalore_India,3858.15,12.0,13.4
ANN BELL,Tianjin_China,Gwangyang_South Korea,752.03,12.0,2.61
ANN BELL,Tianjin_China,Teluk Rubiah_Malaysia,2969.17,12.0,10.31
ANN BELL,Tianjin_China,Paradip_India,4542.3,12.0,15.77
ANN BELL,Tianjin_China,Map Ta Phut_Thailand,2534.88,12.0,8.8
ANN BELL,Tianjin_China,Rotterdam_Netherlands,11133.0,12.0,38.66
ANN BELL,Tianjin_China,Xiamen_China,1219.14,12.0,4.23
ANN BELL,Tianjin_China,Kandla_India,3627.91,12.0,12.6
ANN BELL,Tianjin_China,Port Talbot_Wales,6392.99,12.0,22.2
ANN BELL,Tianjin_China,Mundra_India,3668.99,12.0,12.74
ANN BELL,Tianjin_China,Jubail_Saudi Arabia,4790.83,12.0,16.63
ANN BELL,Tianjin_China,Itaguaí_Brazil,11373.12,12.0,39.49
ANN BELL,Tianjin_China,Jingtang_China,82.82,12.0,0.29
ANN BELL,Tianjin_China,Lianyungang_China,374.38,12.0,1.3
ANN BELL,Tianjin_China,Krishnapatnam_India,3468.08,12.0,12.04
ANN BELL,Vizag_India,Fangcheng_China,2014.3,12.0,6.99
ANN BELL,Vizag_India,Mangalore_India,789.08,12.0,2.74
ANN BELL,Vizag_India,Gwangyang_South Korea,3611.62,12.0,12.54
ANN BELL,Vizag_India,Teluk Rubiah_Malaysia,1827.88,12.0,6.35
ANN BELL,Vizag_India,Paradip_India,248.46,12.0,0.86
ANN BELL,Vizag_India,Map Ta Phut_Thailand,1513.98,12.0,5.26
ANN BELL,Vizag_India,Rotterdam_Netherlands,5840.39,12.0,20.28
ANN BELL,Vizag_India,Xiamen_China,2784.31,12.0,9.67
ANN BELL,Vizag_India,Kandla_India,1118.35,12.0,3.88
ANN BELL,Vizag_India,Port Talbot_Wales,6253.19,12.0,21.71
ANN BELL,Vizag_India,Mundra_India,1148.95,12.0,3.99
ANN BELL,Vizag_India,Jubail_Saudi Arabia,2893.44,12.0,10.05
ANN BELL,Vizag_India,Itaguaí_Brazil,10956.11,12.0,38.04
ANN BELL,Vizag_India,Jingtang_China,3146.8,12.0,10.93
ANN BELL,Vizag_India,Lianyungang_China,4064.24,12.0,14.11
ANN BELL,Vizag_India,Krishnapatnam_India,383.83,12.0,1.33
ANN BELL,Fangcheng_China,Mangalore_India,2780.8,12.0,9.66
ANN BELL,Fangcheng_China,Gwangyang_South Korea,1809.86,12.0,6.28
ANN BELL,Fangcheng_China,Teluk Rubiah_Malaysia,1722.0,12.0,5.98
ANN BELL,Fangcheng_China,Paradip_India,1704.09,12.0,5.92
ANN BELL,Fangcheng_China,Map Ta Phut_Thailand,948.11,12.0,3.29
ANN BELL,Fangcheng_China,Rotterdam_Netherlands,6845.91,12.0,23.77
ANN BELL,Fangcheng_China,Xiamen_China,789.98,12.0,2.74
ANN BELL,Fangcheng_China,Kandla_India,2960.94,12.0,10.28
ANN BELL,Fangcheng_China,Port Talbot_Wales,7225.35,12.0,25.09
ANN BELL,Fangcheng_China,Mundra_India,4160.19,12.0,14.45
ANN BELL,Fangcheng_China,Jubail_Saudi Arabia,5177.52,12.0,17.98
ANN BELL,Fangcheng_China,Itaguaí_Brazil,10310.16,12.0,35.8
ANN BELL,Fangcheng_China,Jingtang_China,1654.25,12.0,5.74
ANN BELL,Fangcheng_China,Lianyungang_China,1372.53,12.0,4.77
ANN BELL,Fangcheng_China,Krishnapatnam_India,2337.75,12.0,8.12
ANN BELL,Mangalore_India,Gwangyang_South Korea,4399.69,12.0,15.28
ANN BELL,Mangalore_India,Teluk Rubiah_Malaysia,2261.56,12.0,7.85
ANN BELL,Mangalore_India,Paradip_India,1135.91,12.0,3.94
ANN BELL,Mangalore_India,Map Ta Phut_Thailand,2155.35,12.0,7.48
ANN BELL,Mangalore_India,Rotterdam_Netherlands,6434.01,12.0,22.34
ANN BELL,Mangalore_India,Xiamen_China,3560.49,12.0,12.36
ANN BELL,Mangalore_India,Kandla_India,927.22,12.0,3.22
ANN BELL,Mangalore_India,Port Talbot_Wales,6125.81,12.0,21.27
ANN BELL,Mangalore_India,Mundra_India,929.52,12.0,3.23
ANN BELL,Mangalore_India,Jubail_Saudi Arabia,2309.23,12.0,8.02
ANN BELL,Mangalore_India,Itaguaí_Brazil,10188.0,12.0,35.38
ANN BELL,Mangalore_India,Jingtang_China,3919.16,12.0,13.61
ANN BELL,Mangalore_India,Lianyungang_China,3841.49,12.0,13.34
ANN BELL,Mangalore_India,Krishnapatnam_India,444.77,12.0,1.54
ANN BELL,Gwangyang_South Korea,Teluk Rubiah_Malaysia,3333.09,12.0,11.57
ANN BELL,Gwangyang_South Korea,Paradip_India,3263.79,12.0,11.33
ANN BELL,Gwangyang_South Korea,Map Ta Phut_Thailand,2750.35,12.0,9.55
ANN BELL,Gwangyang_South Korea,Rotterdam_Netherlands,6736.22,12.0,23.39
ANN BELL,Gwangyang_South Korea,Xiamen_China,1119.15,12.0,3.89
ANN BELL,Gwangyang_South Korea,Kandla_India,4283.55,12.0,14.87
ANN BELL,Gwangyang_South Korea,Port Talbot_Wales,7028.8,12.0,24.41
ANN BELL,Gwangyang_South Korea,Mundra_India,5278.26,12.0,18.33
ANN BELL,Gwangyang_South Korea,Jubail_Saudi Arabia,5521.52,12.0,19.17
ANN BELL,Gwangyang_South Korea,Itaguaí_Brazil,13947.02,12.0,48.43
ANN BELL,Gwangyang_South Korea,Jingtang_China,706.79,12.0,2.45
ANN BELL,Gwangyang_South Korea,Lianyungang_China,458.81,12.0,1.59
ANN BELL,Gwangyang_South Korea,Krishnapatnam_India,3981.56,12.0,13.82
ANN BELL,Teluk Rubiah_Malaysia,Paradip_India,1769.87,12.0,6.15
ANN BELL,Teluk Rubiah_Malaysia,Map Ta Phut_Thailand,714.78,12.0,2.48
ANN BELL,Teluk Rubiah_Malaysia,Rotterdam_Netherlands,7623.66,12.0,26.47
ANN BELL,Teluk Rubiah_Malaysia,Xiamen_China,2218.09,12.0,7.7
ANN BELL,Teluk Rubiah_Malaysia,Kandla_India,2933.8,12.0,10.19
ANN BELL,Teluk Rubiah_Malaysia,Port Talbot_Wales,8033.8,12.0,27.9
ANN BELL,Teluk Rubiah_Malaysia,Mundra_India,2960.51,12.0,10.28
ANN BELL,Teluk Rubiah_Malaysia,Jubail_Saudi Arabia,4509.85,12.0,15.66
ANN BELL,Teluk Rubiah_Malaysia,Itaguaí_Brazil,11840.55,12.0,41.11
ANN BELL,Teluk Rubiah_Malaysia,Jingtang_China,3118.96,12.0,10.83
ANN BELL,Teluk Rubiah_Malaysia,Lianyungang_China,2957.46,12.0,10.27
ANN BELL,Teluk Rubiah_Malaysia,Krishnapatnam_India,1897.37,12.0,6.59
ANN BELL,Paradip_India,Map Ta Phut_Thailand,1329.57,12.0,4.62
ANN BELL,Paradip_India,Rotterdam_Netherlands,5854.16,12.0,20.33
ANN BELL,Paradip_India,Xiamen_China,2460.05,12.0,8.54
ANN BELL,Paradip_India,Kandla_India,2332.74,12.0,8.1
ANN BELL,Paradip_India,Port Talbot_Wales,6264.74,12.0,21.75
ANN BELL,Paradip_India,Mundra_India,1343.32,12.0,4.66
ANN BELL,Paradip_India,Jubail_Saudi Arabia,2896.44,12.0,10.06
ANN BELL,Paradip_India,Itaguaí_Brazil,8399.58,12.0,29.17
ANN BELL,Paradip_India,Jingtang_China,4434.56,12.0,15.4
ANN BELL,Paradip_India,Lianyungang_China,4003.0,12.0,13.9
ANN BELL,Paradip_India,Krishnapatnam_India,544.68,12.0,1.89
ANN BELL,Map Ta Phut_Thailand,Rotterdam_Netherlands,7087.84,12.0,24.61
ANN BELL,Map Ta Phut_Thailand,Xiamen_China,1673.53,12.0,5.81
ANN BELL,Map Ta Phut_Thailand,Kandla_India,2617.88,12.0,9.09
ANN BELL,Map Ta Phut_Thailand,Port Talbot_Wales,7491.29,12.0,26.01
ANN BELL,Map Ta Phut_Thailand,Mundra_India,2651.57,12.0,9.21
ANN BELL,Map Ta Phut_Thailand,Jubail_Saudi Arabia,4216.46,12.0,14.64
ANN BELL,Map Ta Phut_Thailand,Itaguaí_Brazil,12207.2,12.0,42.39
ANN BELL,Map Ta Phut_Thailand,Jingtang_China,2582.34,12.0,8.97
ANN BELL,Map Ta Phut_Thailand,Lianyungang_China,2318.6,12.0,8.05
ANN BELL,Map Ta Phut_Thailand,Krishnapatnam_India,1724.27,12.0,5.99
ANN BELL,Rotterdam_Netherlands,Xiamen_China,7088.02,12.0,24.61
ANN BELL,Rotterdam_Netherlands,Kandla_India,6143.98,12.0,21.33
ANN BELL,Rotterdam_Netherlands,Port Talbot_Wales,535.8,12.0,1.86
ANN BELL,Rotterdam_Netherlands,Mundra_India,4815.01,12.0,16.72
ANN BELL,Rotterdam_Netherlands,Jubail_Saudi Arabia,3534.82,12.0,12.27
ANN BELL,Rotterdam_Netherlands,Itaguaí_Brazil,5383.3,12.0,18.69
ANN BELL,Rotterdam_Netherlands,Jingtang_China,6098.45,12.0,21.18
