Vessel,From_Port,To_Port,Distance_NM,Speed_kn,Sailing_Days
ANN BELL,Vancouver_Canada,Qingdao_China,5280.08,14.5,15.17
ANN BELL,Vancouver_Canada,Caofeidian_China,5355.0,14.5,15.39
ANN BELL,Vancouver_Canada,Tianjin_China,5030.25,14.5,14.45
ANN BELL,Vancouver_Canada,Vizag_India,8810.76,14.5,25.32
ANN BELL,Vancouver_Canada,Fangcheng_China,6011.32,14.5,17.27
ANN BELL,Vancouver_Canada,Mangalore_India,9733.19,14.5,27.97
ANN BELL,Vancouver_Canada,Gwangyang_South Korea,4560.94,14.5,13.11
ANN BELL,Vancouver_Canada,Teluk Rubiah_Malaysia,9625.02,14.5,27.66
ANN BELL,Vancouver_Canada,Paradip_India,9045.75,14.5,25.99
ANN BELL,Vancouver_Canada,Map Ta Phut_Thailand,8979.21,14.5,25.8
ANN BELL,Vancouver_Canada,Rotterdam_Netherlands,8711.22,14.5,25.03
ANN BELL,Vancouver_Canada,Xiamen_China,5263.68,14.5,15.13
ANN BELL,Vancouver_Canada,Kandla_India,9772.29,14.5,28.08
ANN BELL,Vancouver_Canada,Port Talbot_Wales,5606.8,14.5,16.11
ANN BELL,Vancouver_Canada,Mundra_India,10028.64,14.5,28.82
ANN BELL,Vancouver_Canada,Jubail_Saudi Arabia,8692.22,14.5,24.98
ANN BELL,Vancouver_Canada,Itaguaí_Brazil,8455.58,14.5,24.3
ANN BELL,Vancouver_Canada,Jingtang_China,5337.66,14.5,15.34
ANN BELL,Vancouver_Canada,Lianyungang_China,5063.85,14.5,14.55
ANN BELL,Vancouver_Canada,Krishnapatnam_India,8260.25,14.5,23.74
ANN BELL,Kamsar_Guinea,Port Hedland_Australia,11329.31,14.5,32.56
ANN BELL,Kamsar_Guinea,Tubarao_Brazil,3314.3,14.5,9.52
ANN BELL,Kamsar_Guinea,Qingdao_China,11614.72,14.5,33.38
ANN BELL,Kamsar_Guinea,Caofeidian_China,11120.08,14.5,31.95
ANN BELL,Kamsar_Guinea,Tianjin_China,11854.27,14.5,34.06
ANN BELL,Kamsar_Guinea,Vizag_India,8455.2,14.5,24.3
ANN BELL,Kamsar_Guinea,Fangcheng_China,10129.0,14.5,29.11
ANN BELL,Kamsar_Guinea,Mangalore_India,7385.41,14.5,21.22
ANN BELL,Kamsar_Guinea,Gwangyang_South Korea,10303.94,14.5,29.61
ANN BELL,Kamsar_Guinea,Teluk Rubiah_Malaysia,9632.65,14.5,27.68
ANN BELL,Kamsar_Guinea,Paradip_India,8187.4,14.5,23.53
ANN BELL,Kamsar_Guinea,Map Ta Phut_Thailand,9484.41,14.5,27.25
ANN BELL,Kamsar_Guinea,Rotterdam_Netherlands,3718.64,14.5,10.69
ANN BELL,Kamsar_Guinea,Xiamen_China,10304.48,14.5,29.61
ANN BELL,Kamsar_Guinea,Kandla_India,6880.84,14.5,19.77
ANN BELL,Kamsar_Guinea,Port Talbot_Wales,3533.18,14.5,10.15
ANN BELL,Kamsar_Guinea,Mundra_India,6844.87,14.5,19.67
ANN BELL,Kamsar_Guinea,Jubail_Saudi Arabia,5299.3,14.5,15.23
ANN BELL,Kamsar_Guinea,Itaguaí_Brazil,3667.27,14.5,10.54
ANN BELL,Kamsar_Guinea,Jingtang_China,12019.35,14.5,34.54
ANN BELL,Kamsar_Guinea,Lianyungang_China,9885.23,14.5,28.41
ANN BELL,Kamsar_Guinea,Krishnapatnam_India,7786.53,14.5,22.38
ANN BELL,Port Hedland_Australia,Tubarao_Brazil,11300.54,14.5,32.47
ANN BELL,Port Hedland_Australia,Qingdao_China,3492.58,14.5,10.04
ANN BELL,Port Hedland_Australia,Caofeidian_China,3788.51,14.5,10.89
ANN BELL,Port Hedland_Australia,Tianjin_China,3985.8,14.5,11.45
ANN BELL,Port Hedland_Australia,Vizag_India,4327.04,14.5,12.43
ANN BELL,Port Hedland_Australia,Fangcheng_China,2842.74,14.5,8.17
ANN BELL,Port Hedland_Australia,Mangalore_India,4570.22,14.5,13.13
ANN BELL,Port Hedland_Australia,Gwangyang_South Korea,3633.0,14.5,10.44
ANN BELL,Port Hedland_Australia,Teluk Rubiah_Malaysia,2538.05,14.5,7.29
ANN BELL,Port Hedland_Australia,Paradip_India,2980.8,14.5,8.57
ANN BELL,Port Hedland_Australia,Map Ta Phut_Thailand,3124.28,14.5,8.98
ANN BELL,Port Hedland_Australia,Rotterdam_Netherlands,10158.86,14.5,29.19
ANN BELL,Port Hedland_Australia,Xiamen_China,2806.75,14.5,8.07
ANN BELL,Port Hedland_Australia,Kandla_India,5385.93,14.5,15.48
ANN BELL,Port Hedland_Australia,Port Talbot_Wales,10570.05,14.5,30.37
ANN BELL,Port Hedland_Australia,Mundra_India,5406.14,14.5,15.53
ANN BELL,Port Hedland_Australia,Jubail_Saudi Arabia,6877.94,14.5,19.76
ANN BELL,Port Hedland_Australia,Itaguaí_Brazil,11221.22,14.5,32.24
ANN BELL,Port Hedland_Australia,Jingtang_China,3584.64,14.5,10.3
ANN BELL,Port Hedland_Australia,Lianyungang_China,3545.52,14.5,10.19
ANN BELL,Port Hedland_Australia,Krishnapatnam_India,2916.5,14.5,8.38
ANN BELL,Tubarao_Brazil,Qingdao_China,10480.4,14.5,30.12
ANN BELL,Tubarao_Brazil,Caofeidian_China,11214.72,14.5,32.23
ANN BELL,Tubarao_Brazil,Tianjin_China,12890.75,14.5,37.04
ANN BELL,Tubarao_Brazil,Vizag_India,10654.01,14.5,30.61
ANN BELL,Tubarao_Brazil,Fangcheng_China,10191.84,14.5,29.29
ANN BELL,Tubarao_Brazil,Mangalore_India,9895.96,14.5,28.44
ANN BELL,Tubarao_Brazil,Gwangyang_South Korea,13609.77,14.5,39.11
ANN BELL,Tubarao_Brazil,Teluk Rubiah_Malaysia,11654.83,14.5,33.49
ANN BELL,Tubarao_Brazil,Paradip_India,10965.74,14.5,31.51
ANN BELL,Tubarao_Brazil,Map Ta Phut_Thailand,11961.13,14.5,34.37
ANN BELL,Tubarao_Brazil,Rotterdam_Netherlands,5161.33,14.5,14.83
ANN BELL,Tubarao_Brazil,Xiamen_China,10765.65,14.5,30.94
ANN BELL,Tubarao_Brazil,Kandla_India,9745.46,14.5,28.0
ANN BELL,Tubarao_Brazil,Port Talbot_Wales,4836.84,14.5,13.9
ANN BELL,Tubarao_Brazil,Mundra_India,9704.32,14.5,27.89
ANN BELL,Tubarao_Brazil,Jubail_Saudi Arabia,8049.72,14.5,23.13
ANN BELL,Tubarao_Brazil,Itaguaí_Brazil,358.36,14.5,1.03
ANN BELL,Tubarao_Brazil,Jingtang_China,11650.33,14.5,33.48
ANN BELL,Tubarao_Brazil,Lianyungang_China,10718.5,14.5,30.8
ANN BELL,Tubarao_Brazil,Krishnapatnam_India,7761.6,14.5,22.3
ANN BELL,Qingdao_China,Caofeidian_China,278.65,14.5,0.8
ANN BELL,Qingdao_China,Tianjin_China,304.26,14.5,0.87
ANN BELL,Qingdao_China,Vizag_India,3156.62,14.5,9.07
ANN BELL,Qingdao_China,Fangcheng_China,1501.69,14.5,4.32
ANN BELL,Qingdao_China,Mangalore_India,3940.36,14.5,11.32
ANN BELL,Qingdao_China,Gwangyang_South Korea,508.54,14.5,1.46
ANN BELL,Qingdao_China,Teluk Rubiah_Malaysia,2692.8,14.5,7.74
ANN BELL,Qingdao_China,Paradip_India,2806.81,14.5,8.07
ANN BELL,Qingdao_China,Map Ta Phut_Thailand,2447.06,14.5,7.03
ANN BELL,Qingdao_China,Rotterdam_Netherlands,6381.96,14.5,18.34
ANN BELL,Qingdao_China,Xiamen_China,986.13,14.5,2.83
ANN BELL,Qingdao_China,Kandla_India,3784.14,14.5,10.87
ANN BELL,Qingdao_China,Port Talbot_Wales,6696.68,14.5,19.24
ANN BELL,Qingdao_China,Mundra_India,3825.69,14.5,10.99
ANN BELL,Qingdao_China,Jubail_Saudi Arabia,5014.2,14.5,14.41
ANN BELL,Qingdao_China,Itaguaí_Brazil,11370.96,14.5,32.68
ANN BELL,Qingdao_China,Jingtang_China,289.2,14.5,0.83
ANN BELL,Qingdao_China,Lianyungang_China,130.17,14.5,0.37
ANN BELL,Qingdao_China,Krishnapatnam_India,3532.96,14.5,10.15
ANN BELL,Caofeidian_China,Tianjin_China,49.44,14.5,0.14
ANN BELL,Caofeidian_China,Vizag_India,3131.34,14.5,9.0
ANN BELL,Caofeidian_China,Fangcheng_China,1635.32,14.5,4.7
ANN BELL,Caofeidian_China,Mangalore_India,3904.26,14.5,11.22
ANN BELL,Caofeidian_China,Gwangyang_South Korea,707.72,14.5,2.03
ANN BELL,Caofeidian_China,Teluk Rubiah_Malaysia,3106.48,14.5,8.93
ANN BELL,Caofeidian_China,Paradip_India,2781.98,14.5,7.99
ANN BELL,Caofeidian_China,Map Ta Phut_Thailand,2563.49,14.5,7.37
ANN BELL,Caofeidian_China,Rotterdam_Netherlands,6106.14,14.5,17.55
ANN BELL,Caofeidian_China,Xiamen_China,1220.12,14.5,3.51
ANN BELL,Caofeidian_China,Kandla_India,5591.36,14.5,16.07
ANN BELL,Caofeidian_China,Port Talbot_Wales,6419.04,14.5,18.45
ANN BELL,Caofeidian_China,Mundra_India,3718.17,14.5,10.68
ANN BELL,Caofeidian_China,Jubail_Saudi Arabia,4839.34,14.5,13.91
ANN BELL,Caofeidian_China,Itaguaí_Brazil,11328.57,14.5,32.55
ANN BELL,Caofeidian_China,Jingtang_China,18.92,14.5,0.05
ANN BELL,Caofeidian_China,Lianyungang_China,363.4,14.5,1.04
ANN BELL,Caofeidian_China,Krishnapatnam_India,3512.96,14.5,10.09
ANN BELL,Tianjin_China,Vizag_India,4129.65,14.5,11.87
ANN BELL,Tianjin_China,Fangcheng_China,1611.01,14.5,4.63
ANN BELL,Tianjin_China,Mangalore_India,3858.15,14.5,11.09
ANN BELL,Tianjin_China,Gwangyang_South Korea,752.03,14.5,2.16
ANN BELL,Tianjin_China,Teluk Rubiah_Malaysia,2969.17,14.5,8.53
ANN BELL,Tianjin_China,Paradip_India,4542.3,14.5,13.05
ANN BELL,Tianjin_China,Map Ta Phut_Thailand,2534.88,14.5,7.28
ANN BELL,Tianjin_China,Rotterdam_Netherlands,11133.0,14.5,31.99
ANN BELL,Tianjin_China,Xiamen_China,1219.14,14.5,3.5
ANN BELL,Tianjin_China,Kandla_India,3627.91,14.5,10.43
ANN BELL,Tianjin_China,Port Talbot_Wales,6392.99,14.5,18.37
ANN BELL,Tianjin_China,Mundra_India,3668.99,14.5,10.54
ANN BELL,Tianjin_China,Jubail_Saudi Arabia,4790.83,14.5,13.77
ANN BELL,Tianjin_China,Itaguaí_Brazil,11373.12,14.5,32.68
ANN BELL,Tianjin_China,Jingtang_China,82.82,14.5,0.24
ANN BELL,Tianjin_China,Lianyungang_China,374.38,14.5,1.08
ANN BELL,Tianjin_China,Krishnapatnam_India,3468.08,14.5,9.97
ANN BELL,Vizag_India,Fangcheng_China,2014.3,14.5,5.79
ANN BELL,Vizag_India,Mangalore_India,789.08,14.5,2.27
ANN BELL,Vizag_India,Gwangyang_South Korea,3611.62,14.5,10.38
ANN BELL,Vizag_India,Teluk Rubiah_Malaysia,1827.88,14.5,5.25
ANN BELL,Vizag_India,Paradip_India,248.46,14.5,0.71
ANN BELL,Vizag_India,Map Ta Phut_Thailand,1513.98,14.5,4.35
ANN BELL,Vizag_India,Rotterdam_Netherlands,5840.39,14.5,16.78
ANN BELL,Vizag_India,Xiamen_China,2784.31,14.5,8.0
ANN BELL,Vizag_India,Kandla_India,1118.35,14.5,3.21
ANN BELL,Vizag_India,Port Talbot_Wales,6253.19,14.5,17.97
ANN BELL,Vizag_India,Mundra_India,1148.95,14.5,3.3
ANN BELL,Vizag_India,Jubail_Saudi Arabia,2893.44,14.5,8.31
ANN BELL,Vizag_India,Itaguaí_Brazil,10956.11,14.5,31.48
ANN BELL,Vizag_India,Jingtang_China,3146.8,14.5,9.04
ANN BELL,Vizag_India,Lianyungang_China,4064.24,14.5,11.68
ANN BELL,Vizag_India,Krishnapatnam_India,383.83,14.5,1.1
ANN BELL,Fangcheng_China,Mangalore_India,2780.8,14.5,7.99
ANN BELL,Fangcheng_China,Gwangyang_South Korea,1809.86,14.5,5.2
ANN BELL,Fangcheng_China,Teluk Rubiah_Malaysia,1722.0,14.5,4.95
ANN BELL,Fangcheng_China,Paradip_India,1704.09,14.5,4.9
ANN BELL,Fangcheng_China,Map Ta Phut_Thailand,948.11,14.5,2.72
ANN BELL,Fangcheng_China,Rotterdam_Netherlands,6845.91,14.5,19.67
ANN BELL,Fangcheng_China,Xiamen_China,789.98,14.5,2.27
ANN BELL,Fangcheng_China,Kandla_India,2960.94,14.5,8.51
ANN BELL,Fangcheng_China,Port Talbot_Wales,7225.35,14.5,20.76
ANN BELL,Fangcheng_China,Mundra_India,4160.19,14.5,11.95
ANN BELL,Fangcheng_China,Jubail_Saudi Arabia,5177.52,14.5,14.88
ANN BELL,Fangcheng_China,Itaguaí_Brazil,10310.16,14.5,29.63
ANN BELL,Fangcheng_China,Jingtang_China,1654.25,14.5,4.75
ANN BELL,Fangcheng_China,Lianyungang_China,1372.53,14.5,3.94
ANN BELL,Fangcheng_China,Krishnapatnam_India,2337.75,14.5,6.72
ANN BELL,Mangalore_India,Gwangyang_South Korea,4399.69,14.5,12.64
ANN BELL,Mangalore_India,Teluk Rubiah_Malaysia,2261.56,14.5,6.5
ANN BELL,Mangalore_India,Paradip_India,1135.91,14.5,3.26
ANN BELL,Mangalore_India,Map Ta Phut_Thailand,2155.35,14.5,6.19
ANN BELL,Mangalore_India,Rotterdam_Netherlands,6434.01,14.5,18.49
ANN BELL,Mangalore_India,Xiamen_China,3560.49,14.5,10.23
ANN BELL,Mangalore_India,Kandla_India,927.22,14.5,2.66
ANN BELL,Mangalore_India,Port Talbot_Wales,6125.81,14.5,17.6
ANN BELL,Mangalore_India,Mundra_India,929.52,14.5,2.67
ANN BELL,Mangalore_India,Jubail_Saudi Arabia,2309.23,14.5,6.64
ANN BELL,Mangalore_India,Itaguaí_Brazil,10188.0,14.5,29.28
ANN BELL,Mangalore_India,Jingtang_China,3919.16,14.5,11.26
ANN BELL,Mangalore_India,Lianyungang_China,3841.49,14.5,11.04
ANN BELL,Mangalore_India,Krishnapatnam_India,444.77,14.5,1.28
ANN BELL,Gwangyang_South Korea,Teluk Rubiah_Malaysia,3333.09,14.5,9.58
ANN BELL,Gwangyang_South Korea,Paradip_India,3263.79,14.5,9.38
ANN BELL,Gwangyang_South Korea,Map Ta Phut_Thailand,2750.35,14.5,7.9
ANN BELL,Gwangyang_South Korea,Rotterdam_Netherlands,6736.22,14.5,19.36
ANN BELL,Gwangyang_South Korea,Xiamen_China,1119.15,14.5,3.22
ANN BELL,Gwangyang_South Korea,Kandla_India,4283.55,14.5,12.31
ANN BELL,Gwangyang_South Korea,Port Talbot_Wales,7028.8,14.5,20.2
ANN BELL,Gwangyang_South Korea,Mundra_India,5278.26,14.5,15.17
ANN BELL,Gwangyang_South Korea,Jubail_Saudi Arabia,5521.52,14.5,15.87
ANN BELL,Gwangyang_South Korea,Itaguaí_Brazil,13947.02,14.5,40.08
ANN BELL,Gwangyang_South Korea,Jingtang_China,706.79,14.5,2.03
ANN BELL,Gwangyang_South Korea,Lianyungang_China,458.81,14.5,1.32
ANN BELL,Gwangyang_South Korea,Krishnapatnam_India,3981.56,14.5,11.44
ANN BELL,Teluk Rubiah_Malaysia,Paradip_India,1769.87,14.5,5.09
ANN BELL,Teluk Rubiah_Malaysia,Map Ta Phut_Thailand,714.78,14.5,2.05
ANN BELL,Teluk Rubiah_Malaysia,Rotterdam_Netherlands,7623.66,14.5,21.91
ANN BELL,Teluk Rubiah_Malaysia,Xiamen_China,2218.09,14.5,6.37
ANN BELL,Teluk Rubiah_Malaysia,Kandla_India,2933.8,14.5,8.43
ANN BELL,Teluk Rubiah_Malaysia,Port Talbot_Wales,8033.8,14.5,23.09
ANN BELL,Teluk Rubiah_Malaysia,Mundra_India,2960.51,14.5,8.51
ANN BELL,Teluk Rubiah_Malaysia,Jubail_Saudi Arabia,4509.85,14.5,12.96
ANN BELL,Teluk Rubiah_Malaysia,Itaguaí_Brazil,11840.55,14.5,34.02
ANN BELL,Teluk Rubiah_Malaysia,Jingtang_China,3118.96,14.5,8.96
ANN BELL,Teluk Rubiah_Malaysia,Lianyungang_China,2957.46,14.5,8.5
ANN BELL,Teluk Rubiah_Malaysia,Krishnapatnam_India,1897.37,14.5,5.45
ANN BELL,Paradip_India,Map Ta Phut_Thailand,1329.57,14.5,3.82
ANN BELL,Paradip_India,Rotterdam_Netherlands,5854.16,14.5,16.82
ANN BELL,Paradip_India,Xiamen_China,2460.05,14.5,7.07
ANN BELL,Paradip_India,Kandla_India,2332.74,14.5,6.7
ANN BELL,Paradip_India,Port Talbot_Wales,6264.74,14.5,18.0
ANN BELL,Paradip_India,Mundra_India,1343.32,14.5,3.86
ANN BELL,Paradip_India,Jubail_Saudi Arabia,2896.44,14.5,8.32
ANN BELL,Paradip_India,Itaguaí_Brazil,8399.58,14.5,24.14
ANN BELL,Paradip_India,Jingtang_China,4434.56,14.5,12.74
ANN BELL,Paradip_India,Lianyungang_China,4003.0,14.5,11.5
ANN BELL,Paradip_India,Krishnapatnam_India,544.68,14.5,1.57
ANN BELL,Map Ta Phut_Thailand,Rotterdam_Netherlands,7087.84,14.5,20.37
ANN BELL,Map Ta Phut_Thailand,Xiamen_China,1673.53,14.5,4.81
ANN BELL,Map Ta Phut_Thailand,Kandla_India,2617.88,14.5,7.52
ANN BELL,Map Ta Phut_Thailand,Port Talbot_Wales,7491.29,14.5,21.53
ANN BELL,Map Ta Phut_Thailand,Mundra_India,2651.57,14.5,7.62
ANN BELL,Map Ta Phut_Thailand,Jubail_Saudi Arabia,4216.46,14.5,12.12
ANN BELL,Map Ta Phut_Thailand,Itaguaí_Brazil,12207.2,14.5,35.08
ANN BELL,Map Ta Phut_Thailand,Jingtang_China,2582.34,14.5,7.42
ANN BELL,Map Ta Phut_Thailand,Lianyungang_China,2318.6,14.5,6.66
ANN BELL,Map Ta Phut_Thailand,Krishnapatnam_India,1724.27,14.5,4.95
ANN BELL,Rotterdam_Netherlands,Xiamen_China,7088.02,14.5,20.37
ANN BELL,Rotterdam_Netherlands,Kandla_India,6143.98,14.5,17.66
ANN BELL,Rotterdam_Netherlands,Port Talbot_Wales,535.8,14.5,1.54
ANN BELL,Rotterdam_Netherlands,Mundra_India,4815.01,14.5,13.84
ANN BELL,Rotterdam_Netherlands,Jubail_Saudi Arabia,3534.82,14.5,10.16
ANN BELL,Rotterdam_Netherlands,Itaguaí_Brazil,5383.3,14.5,15.47
ANN BELL,Rotterdam_Netherlands,Jingtang_China,6098.45,14.5,17.52
