Vessel,From_Port,To_Port,Distance_NM,Speed_kn,Sailing_Days
ANN BELL,Vancouver_Canada,Port Talbot_Wales,5606.8,12.5,18.69
ANN BELL,Vancouver_Canada,Mundra_India,10028.64,12.5,33.43
ANN BELL,Vancouver_Canada,Jubail_Saudi Arabia,8692.22,12.5,28.97
ANN BELL,Vancouver_Canada,Itaguaí_Brazil,8455.58,12.5,28.19
ANN BELL,Vancouver_Canada,Jingtang_China,5337.66,12.5,17.79
ANN BELL,Vancouver_Canada,Lianyungang_China,5063.85,12.5,16.88
ANN BELL,Vancouver_Canada,Krishnapatnam_India,8260.25,12.5,27.53
ANN BELL,Kamsar_Guinea,Port Hedland_Australia,11329.31,12.5,37.76
ANN BELL,Kamsar_Guinea,Tubarao_Brazil,3314.3,12.5,11.05
ANN BELL,Kamsar_Guinea,Qingdao_China,11614.72,12.5,38.72
ANN BELL,Kamsar_Guinea,Caofeidian_China,11120.08,12.5,37.07
ANN BELL,Kamsar_Guinea,Tianjin_China,11854.27,12.5,39.51
ANN BELL,Kamsar_Guinea,Vizag_India,8455.2,12.5,28.18
ANN BELL,Kamsar_Guinea,Fangcheng_China,10129.0,12.5,33.76
ANN BELL,Kamsar_Guinea,Mangalore_India,7385.41,12.5,24.62
ANN BELL,Kamsar_Guinea,Gwangyang_South Korea,10303.94,12.5,34.35
ANN BELL,Kamsar_Guinea,Teluk Rubiah_Malaysia,9632.65,12.5,32.11
ANN BELL,Kamsar_Guinea,Paradip_India,8187.4,12.5,27.29
ANN BELL,Kamsar_Guinea,Map Ta Phut_Thailand,9484.41,12.5,31.61
ANN BELL,Kamsar_Guinea,Rotterdam_Netherlands,3718.64,12.5,12.4
ANN BELL,Kamsar_Guinea,Xiamen_China,10304.48,12.5,34.35
ANN BELL,Kamsar_Guinea,Kandla_India,6880.84,12.5,22.94
ANN BELL,Kamsar_Guinea,Port Talbot_Wales,3533.18,12.5,11.78
ANN BELL,Kamsar_Guinea,Mundra_India,6844.87,12.5,22.82
ANN BELL,Kamsar_Guinea,Jubail_Saudi Arabia,5299.3,12.5,17.66
ANN BELL,Kamsar_Guinea,Itaguaí_Brazil,3667.27,12.5,12.22
ANN BELL,Kamsar_Guinea,Jingtang_China,12019.35,12.5,40.06
ANN BELL,Kamsar_Guinea,Lianyungang_China,9885.23,12.5,32.95
ANN BELL,Kamsar_Guinea,Krishnapatnam_India,7786.53,12.5,25.96
ANN BELL,Port Hedland_Australia,Tubarao_Brazil,11300.54,12.5,37.67
ANN BELL,Port Hedland_Australia,Qingdao_China,3492.58,12.5,11.64
ANN BELL,Port Hedland_Australia,Caofeidian_China,3788.51,12.5,12.63
ANN BELL,Port Hedland_Australia,Tianjin_China,3985.8,12.5,13.29
ANN BELL,Port Hedland_Australia,Vizag_India,4327.04,12.5,14.42
ANN BELL,Port Hedland_Australia,Fangcheng_China,2842.74,12.5,9.48
ANN BELL,Port Hedland_Australia,Mangalore_India,4570.22,12.5,15.23
ANN BELL,Port Hedland_Australia,Gwangyang_South Korea,3633.0,12.5,12.11
ANN BELL,Port Hedland_Australia,Teluk Rubiah_Malaysia,2538.05,12.5,8.46
ANN BELL,Port Hedland_Australia,Paradip_India,2980.8,12.5,9.94
ANN BELL,Port Hedland_Australia,Map Ta Phut_Thailand,3124.28,12.5,10.41
ANN BELL,Port Hedland_Australia,Rotterdam_Netherlands,10158.86,12.5,33.86
ANN BELL,Port Hedland_Australia,Xiamen_China,2806.75,12.5,9.36
ANN BELL,Port Hedland_Australia,Kandla_India,5385.93,12.5,17.95
ANN BELL,Port Hedland_Australia,Port Talbot_Wales,10570.05,12.5,35.23
ANN BELL,Port Hedland_Australia,Mundra_India,5406.14,12.5,18.02
ANN BELL,Port Hedland_Australia,Jubail_Saudi Arabia,6877.94,12.5,22.93
ANN BELL,Port Hedland_Australia,Itaguaí_Brazil,11221.22,12.5,37.4
ANN BELL,Port Hedland_Australia,Jingtang_China,3584.64,12.5,11.95
ANN BELL,Port Hedland_Australia,Lianyungang_China,3545.52,12.5,11.82
ANN BELL,Port Hedland_Australia,Krishnapatnam_India,2916.5,12.5,9.72
ANN BELL,Tubarao_Brazil,Qingdao_China,10480.4,12.5,34.93
ANN BELL,Tubarao_Brazil,Caofeidian_China,11214.72,12.5,37.38
ANN BELL,Tubarao_Brazil,Tianjin_China,12890.75,12.5,42.97
ANN BELL,Tubarao_Brazil,Vizag_India,10654.01,12.5,35.51
ANN BELL,Tubarao_Brazil,Fangcheng_China,10191.84,12.5,33.97
ANN BELL,Tubarao_Brazil,Mangalore_India,9895.96,12.5,32.99
ANN BELL,Tubarao_Brazil,Gwangyang_South Korea,13609.77,12.5,45.37
ANN BELL,Tubarao_Brazil,Teluk Rubiah_Malaysia,11654.83,12.5,38.85
ANN BELL,Tubarao_Brazil,Paradip_India,10965.74,12.5,36.55
ANN BELL,Tubarao_Brazil,Map Ta Phut_Thailand,11961.13,12.5,39.87
ANN BELL,Tubarao_Brazil,Rotterdam_Netherlands,5161.33,12.5,17.2
ANN BELL,Tubarao_Brazil,Xiamen_China,10765.65,12.5,35.89
ANN BELL,Tubarao_Brazil,Kandla_India,9745.46,12.5,32.48
ANN BELL,Tubarao_Brazil,Port Talbot_Wales,4836.84,12.5,16.12
ANN BELL,Tubarao_Brazil,Mundra_India,9704.32,12.5,32.35
ANN BELL,Tubarao_Brazil,Jubail_Saudi Arabia,8049.72,12.5,26.83
ANN BELL,Tubarao_Brazil,Itaguaí_Brazil,358.36,12.5,1.19
ANN BELL,Tubarao_Brazil,Jingtang_China,11650.33,12.5,38.83
ANN BELL,Tubarao_Brazil,Lianyungang_China,10718.5,12.5,35.73
ANN BELL,Tubarao_Brazil,Krishnapatnam_India,7761.6,12.5,25.87
ANN BELL,Qingdao_China,Caofeidian_China,278.65,12.5,0.93
ANN BELL,Qingdao_China,Tianjin_China,304.26,12.5,1.01
ANN BELL,Qingdao_China,Vizag_India,3156.62,12.5,10.52
ANN BELL,Qingdao_China,Fangcheng_China,1501.69,12.5,5.01
ANN BELL,Qingdao_China,Mangalore_India,3940.36,12.5,13.13
ANN BELL,Qingdao_China,Gwangyang_South Korea,508.54,12.5,1.7
ANN BELL,Qingdao_China,Teluk Rubiah_Malaysia,2692.8,12.5,8.98
ANN BELL,Qingdao_China,Paradip_India,2806.81,12.5,9.36
ANN BELL,Qingdao_China,Map Ta Phut_Thailand,2447.06,12.5,8.16
ANN BELL,Qingdao_China,Rotterdam_Netherlands,6381.96,12.5,21.27
ANN BELL,Qingdao_China,Xiamen_China,986.13,12.5,3.29
ANN BELL,Qingdao_China,Kandla_India,3784.14,12.5,12.61
ANN BELL,Qingdao_China,Port Talbot_Wales,6696.68,12.5,22.32
ANN BELL,Qingdao_China,Mundra_India,3825.69,12.5,12.75
ANN BELL,Qingdao_China,Jubail_Saudi Arabia,5014.2,12.5,16.71
ANN BELL,Qingdao_China,Itaguaí_Brazil,11370.96,12.5,37.9
ANN BELL,Qingdao_China,Jingtang_China,289.2,12.5,0.96
ANN BELL,Qingdao_China,Lianyungang_China,130.17,12.5,0.43
ANN BELL,Qingdao_China,Krishnapatnam_India,3532.96,12.5,11.78
ANN BELL,Caofeidian_China,Tianjin_China,49.44,12.5,0.16
ANN BELL,Caofeidian_China,Vizag_India,3131.34,12.5,10.44
ANN BELL,Caofeidian_China,Fangcheng_China,1635.32,12.5,5.45
ANN BELL,Caofeidian_China,Mangalore_India,3904.26,12.5,13.01
ANN BELL,Caofeidian_China,Gwangyang_South Korea,707.72,12.5,2.36
ANN BELL,Caofeidian_China,Teluk Rubiah_Malaysia,3106.48,12.5,10.35
ANN BELL,Caofeidian_China,Paradip_India,2781.98,12.5,9.27
ANN BELL,Caofeidian_China,Map Ta Phut_Thailand,2563.49,12.5,8.54
ANN BELL,Caofeidian_China,Rotterdam_Netherlands,6106.14,12.5,20.35
ANN BELL,Caofeidian_China,Xiamen_China,1220.12,12.5,4.07
ANN BELL,Caofeidian_China,Kandla_India,5591.36,12.5,18.64
ANN BELL,Caofeidian_China,Port Talbot_Wales,6419.04,12.5,21.4
ANN BELL,Caofeidian_China,Mundra_India,3718.17,12.5,12.39
ANN BELL,Caofeidian_China,Jubail_Saudi Arabia,4839.34,12.5,16.13
ANN BELL,Caofeidian_China,Itaguaí_Brazil,11328.57,12.5,37.76
ANN BELL,Caofeidian_China,Jingtang_China,18.92,12.5,0.06
ANN BELL,Caofeidian_China,Lianyungang_China,363.4,12.5,1.21
ANN BELL,Caofeidian_China,Krishnapatnam_India,3512.96,12.5,11.71
ANN BELL,Tianjin_China,Vizag_India,4129.65,12.5,13.77
ANN BELL,Tianjin_China,Fangcheng_China,1611.01,12.5,5.37
ANN BELL,Tianjin_China,Mangalore_India,3858.15,12.5,12.86
ANN BELL,Tianjin_China,Gwangyang_South Korea,752.03,12.5,2.51
ANN BELL,Tianjin_China,Teluk Rubiah_Malaysia,2969.17,12.5,9.9
ANN BELL,Tianjin_China,Paradip_India,4542.3,12.5,15.14
ANN BELL,Tianjin_China,Map Ta Phut_Thailand,2534.88,12.5,8.45
ANN BELL,Tianjin_China,Rotterdam_Netherlands,11133.0,12.5,37.11
ANN BELL,Tianjin_China,Xiamen_China,1219.14,12.5,4.06
ANN BELL,Tianjin_China,Kandla_India,3627.91,12.5,12.09
ANN BELL,Tianjin_China,Port Talbot_Wales,6392.99,12.5,21.31
ANN BELL,Tianjin_China,Mundra_India,3668.99,12.5,12.23
ANN BELL,Tianjin_China,Jubail_Saudi Arabia,4790.83,12.5,15.97
ANN BELL,Tianjin_China,Itaguaí_Brazil,11373.12,12.5,37.91
ANN BELL,Tianjin_China,Jingtang_China,82.82,12.5,0.28
ANN BELL,Tianjin_China,Lianyungang_China,374.38,12.5,1.25
ANN BELL,Tianjin_China,Krishnapatnam_India,3468.08,12.5,11.56
ANN BELL,Vizag_India,Fangcheng_China,2014.3,12.5,6.71
ANN BELL,Vizag_India,Mangalore_India,789.08,12.5,2.63
ANN BELL,Vizag_India,Gwangyang_South Korea,3611.62,12.5,12.04
ANN BELL,Vizag_India,Teluk Rubiah_Malaysia,1827.88,12.5,6.09
ANN BELL,Vizag_India,Paradip_India,248.46,12.5,0.83
ANN BELL,Vizag_India,Map Ta Phut_Thailand,1513.98,12.5,5.05
ANN BELL,Vizag_India,Rotterdam_Netherlands,5840.39,12.5,19.47
ANN BELL,Vizag_India,Xiamen_China,2784.31,12.5,9.28
ANN BELL,Vizag_India,Kandla_India,1118.35,12.5,3.73
ANN BELL,Vizag_India,Port Talbot_Wales,6253.19,12.5,20.84
ANN BELL,Vizag_India,Mundra_India,1148.95,12.5,3.83
ANN BELL,Vizag_India,Jubail_Saudi Arabia,2893.44,12.5,9.64
ANN BELL,Vizag_India,Itaguaí_Brazil,10956.11,12.5,36.52
ANN BELL,Vizag_India,Jingtang_China,3146.8,12.5,10.49
ANN BELL,Vizag_India,Lianyungang_China,4064.24,12.5,13.55
ANN BELL,Vizag_India,Krishnapatnam_India,383.83,12.5,1.28
ANN BELL,Fangcheng_China,Mangalore_India,2780.8,12.5,9.27
ANN BELL,Fangcheng_China,Gwangyang_South Korea,1809.86,12.5,6.03
ANN BELL,Fangcheng_China,Teluk Rubiah_Malaysia,1722.0,12.5,5.74
ANN BELL,Fangcheng_China,Paradip_India,1704.09,12.5,5.68
ANN BELL,Fangcheng_China,Map Ta Phut_Thailand,948.11,12.5,3.16
ANN BELL,Fangcheng_China,Rotterdam_Netherlands,6845.91,12.5,22.82
ANN BELL,Fangcheng_China,Xiamen_China,789.98,12.5,2.63
ANN BELL,Fangcheng_China,Kandla_India,2960.94,12.5,9.87
ANN BELL,Fangcheng_China,Port Talbot_Wales,7225.35,12.5,24.08
ANN BELL,Fangcheng_China,Mundra_India,4160.19,12.5,13.87
ANN BELL,Fangcheng_China,Jubail_Saudi Arabia,5177.52,12.5,17.26
ANN BELL,Fangcheng_China,Itaguaí_Brazil,10310.16,12.5,34.37
ANN BELL,Fangcheng_China,Jingtang_China,1654.25,12.5,5.51
ANN BELL,Fangcheng_China,Lianyungang_China,1372.53,12.5,4.58
ANN BELL,Fangcheng_China,Krishnapatnam_India,2337.75,12.5,7.79
ANN BELL,Mangalore_India,Gwangyang_South Korea,4399.69,12.5,14.67
ANN BELL,Mangalore_India,Teluk Rubiah_Malaysia,2261.56,12.5,7.54
ANN BELL,Mangalore_India,Paradip_India,1135.91,12.5,3.79
ANN BELL,Mangalore_India,Map Ta Phut_Thailand,2155.35,12.5,7.18
ANN BELL,Mangalore_India,Rotterdam_Netherlands,6434.01,12.5,21.45
ANN BELL,Mangalore_India,Xiamen_China,3560.49,12.5,11.87
ANN BELL,Mangalore_India,Kandla_India,927.22,12.5,3.09
ANN BELL,Mangalore_India,Port Talbot_Wales,6125.81,12.5,20.42
ANN BELL,Mangalore_India,Mundra_India,929.52,12.5,3.1
ANN BELL,Mangalore_India,Jubail_Saudi Arabia,2309.23,12.5,7.7
ANN BELL,Mangalore_India,Itaguaí_Brazil,10188.0,12.5,33.96
ANN BELL,Mangalore_India,Jingtang_China,3919.16,12.5,13.06
ANN BELL,Mangalore_India,Lianyungang_China,3841.49,12.5,12.8
ANN BELL,Mangalore_India,Krishnapatnam_India,444.77,12.5,1.48
ANN BELL,Gwangyang_South Korea,Teluk Rubiah_Malaysia,3333.09,12.5,11.11
ANN BELL,Gwangyang_South Korea,Paradip_India,3263.79,12.5,10.88
ANN BELL,Gwangyang_South Korea,Map Ta Phut_Thailand,2750.35,12.5,9.17
ANN BELL,Gwangyang_South Korea,Rotterdam_Netherlands,6736.22,12.5,22.45
ANN BELL,Gwangyang_South Korea,Xiamen_China,1119.15,12.5,3.73
ANN BELL,Gwangyang_South Korea,Kandla_India,4283.55,12.5,14.28
ANN BELL,Gwangyang_South Korea,Port Talbot_Wales,7028.8,12.5,23.43
ANN BELL,Gwangyang_South Korea,Mundra_India,5278.26,12.5,17.59
ANN BELL,Gwangyang_South Korea,Jubail_Saudi Arabia,5521.52,12.5,18.41
ANN BELL,Gwangyang_South Korea,Itaguaí_Brazil,13947.02,12.5,46.49
ANN BELL,Gwangyang_South Korea,Jingtang_China,706.79,12.5,2.36
ANN BELL,Gwangyang_South Korea,Lianyungang_China,458.81,12.5,1.53
ANN BELL,Gwangyang_South Korea,Krishnapatnam_India,3981.56,12.5,13.27
ANN BELL,Teluk Rubiah_Malaysia,Paradip_India,1769.87,12.5,5.9
ANN BELL,Teluk Rubiah_Malaysia,Map Ta Phut_Thailand,714.78,12.5,2.38
ANN BELL,Teluk Rubiah_Malaysia,Rotterdam_Netherlands,7623.66,12.5,25.41
ANN BELL,Teluk Rubiah_Malaysia,Xiamen_China,2218.09,12.5,7.39
ANN BELL,Teluk Rubiah_Malaysia,Kandla_India,2933.8,12.5,9.78
ANN BELL,Teluk Rubiah_Malaysia,Port Talbot_Wales,8033.8,12.5,26.78
ANN BELL,Teluk Rubiah_Malaysia,Mundra_India,2960.51,12.5,9.87
ANN BELL,Teluk Rubiah_Malaysia,Jubail_Saudi Arabia,4509.85,12.5,15.03
ANN BELL,Teluk Rubiah_Malaysia,Itaguaí_Brazil,11840.55,12.5,39.47
ANN BELL,Teluk Rubiah_Malaysia,Jingtang_China,3118.96,12.5,10.4
ANN BELL,Teluk Rubiah_Malaysia,Lianyungang_China,2957.46,12.5,9.86
ANN BELL,Teluk Rubiah_Malaysia,Krishnapatnam_India,1897.37,12.5,6.32
ANN BELL,Paradip_India,Map Ta Phut_Thailand,1329.57,12.5,4.43
ANN BELL,Paradip_India,Rotterdam_Netherlands,5854.16,12.5,19.51
ANN BELL,Paradip_India,Xiamen_China,2460.05,12.5,8.2
ANN BELL,Paradip_India,Kandla_India,2332.74,12.5,7.78
ANN BELL,Paradip_India,Port Talbot_Wales,6264.74,12.5,20.88
ANN BELL,Paradip_India,Mundra_India,1343.32,12.5,4.48
ANN BELL,Paradip_India,Jubail_Saudi Arabia,2896.44,12.5,9.65
ANN BELL,Paradip_India,Itaguaí_Brazil,8399.58,12.5,28.0
ANN BELL,Paradip_India,Jingtang_China,4434.56,12.5,14.78
ANN BELL,Paradip_India,Lianyungang_China,4003.0,12.5,13.34
ANN BELL,Paradip_India,Krishnapatnam_India,544.68,12.5,1.82
ANN BELL,Map Ta Phut_Thailand,Rotterdam_Netherlands,7087.84,12.5,23.63
ANN BELL,Map Ta Phut_Thailand,Xiamen_China,1673.53,12.5,5.58
ANN BELL,Map Ta Phut_Thailand,Kandla_India,2617.88,12.5,8.73
ANN BELL,Map Ta Phut_Thailand,Port Talbot_Wales,7491.29,12.5,24.97
ANN BELL,Map Ta Phut_Thailand,Mundra_India,2651.57,12.5,8.84
ANN BELL,Map Ta Phut_Thailand,Jubail_Saudi Arabia,4216.46,12.5,14.05
ANN BELL,Map Ta Phut_Thailand,Itaguaí_Brazil,12207.2,12.5,40.69
ANN BELL,Map Ta Phut_Thailand,Jingtang_China,2582.34,12.5,8.61
ANN BELL,Map Ta Phut_Thailand,Lianyungang_China,2318.6,12.5,7.73
ANN BELL,Map Ta Phut_Thailand,Krishnapatnam_India,1724.27,12.5,5.75
ANN BELL,Rotterdam_Netherlands,Xiamen_China,7088.02,12.5,23.63
ANN BELL,Rotterdam_Netherlands,Kandla_India,6143.98,12.5,20.48
ANN BELL,Rotterdam_Netherlands,Port Talbot_Wales,535.8,12.5,1.79
ANN BELL,Rotterdam_Netherlands,Mundra_India,4815.01,12.5,16.05
ANN BELL,Rotterdam_Netherlands,Jubail_Saudi Arabia,3534.82,12.5,11.78
ANN BELL,Rotterdam_Netherlands,Itaguaí_Brazil,5383.3,12.5,17.94
ANN BELL,Rotterdam_Netherlands,Jingtang_China,6098.45,12.5,20.33
