Vessel,From_Port,To_Port,Distance_NM,Speed_kn,Sailing_Days
ANN BELL,Ponta da Madeira_Brazil,Tianjin_China,11886.0,13.5,36.69
ANN BELL,Ponta da Madeira_Brazil,Vizag_India,10614.97,13.5,32.76
ANN BELL,Ponta da Madeira_Brazil,Fangcheng_China,10990.82,13.5,33.92
ANN BELL,Ponta da Madeira_Brazil,Mangalore_India,9990.66,13.5,30.84
ANN BELL,Ponta da Madeira_Brazil,Gwangyang_South Korea,12335.95,13.5,38.07
ANN BELL,Ponta da Madeira_Brazil,Teluk Rubiah_Malaysia,12173.75,13.5,37.57
ANN BELL,Ponta da Madeira_Brazil,Paradip_India,10839.16,13.5,33.45
ANN BELL,Ponta da Madeira_Brazil,Map Ta Phut_Thailand,12124.91,13.5,37.42
ANN BELL,Ponta da Madeira_Brazil,Rotterdam_Netherlands,4080.78,13.5,12.6
ANN BELL,Ponta da Madeira_Brazil,Xiamen_China,12789.78,13.5,39.47
ANN BELL,Ponta da Madeira_Brazil,Kandla_India,9532.44,13.5,29.42
ANN BELL,Ponta da Madeira_Brazil,Port Talbot_Wales,3731.59,13.5,11.52
ANN BELL,Ponta da Madeira_Brazil,Mundra_India,9496.22,13.5,29.31
ANN BELL,Ponta da Madeira_Brazil,Jubail_Saudi Arabia,7950.04,13.5,24.54
ANN BELL,Ponta da Madeira_Brazil,Itaguaí_Brazil,1882.56,13.5,5.81
ANN BELL,Ponta da Madeira_Brazil,Jingtang_China,11483.16,13.5,35.44
ANN BELL,Ponta da Madeira_Brazil,Lianyungang_China,11028.6,13.5,34.04
ANN BELL,Ponta da Madeira_Brazil,Krishnapatnam_India,10408.64,13.5,32.13
ANN BELL,Saldanha Bay_South Africa,Taboneo_Indonesia,8174.86,13.5,25.23
ANN BELL,Saldanha Bay_South Africa,Vancouver_Canada,12354.61,13.5,38.13
ANN BELL,Saldanha Bay_South Africa,Kamsar_Guinea,4537.52,13.5,14.0
ANN BELL,Saldanha Bay_South Africa,Port Hedland_Australia,7356.16,13.5,22.7
ANN BELL,Saldanha Bay_South Africa,Tubarao_Brazil,4444.79,13.5,13.72
ANN BELL,Saldanha Bay_South Africa,Qingdao_China,8085.54,13.5,24.96
ANN BELL,Saldanha Bay_South Africa,Caofeidian_China,8469.69,13.5,26.14
ANN BELL,Saldanha Bay_South Africa,Tianjin_China,8350.68,13.5,25.77
ANN BELL,Saldanha Bay_South Africa,Vizag_India,6750.55,13.5,20.84
ANN BELL,Saldanha Bay_South Africa,Fangcheng_China,6681.36,13.5,20.62
ANN BELL,Saldanha Bay_South Africa,Mangalore_India,5973.72,13.5,18.44
ANN BELL,Saldanha Bay_South Africa,Gwangyang_South Korea,10334.99,13.5,31.9
ANN BELL,Saldanha Bay_South Africa,Teluk Rubiah_Malaysia,7241.55,13.5,22.35
ANN BELL,Saldanha Bay_South Africa,Paradip_India,7100.58,13.5,21.92
ANN BELL,Saldanha Bay_South Africa,Map Ta Phut_Thailand,7674.2,13.5,23.69
ANN BELL,Saldanha Bay_South Africa,Rotterdam_Netherlands,6324.2,13.5,19.52
ANN BELL,Saldanha Bay_South Africa,Xiamen_China,9340.12,13.5,28.83
ANN BELL,Saldanha Bay_South Africa,Kandla_India,4622.05,13.5,14.27
ANN BELL,Saldanha Bay_South Africa,Port Talbot_Wales,5582.2,13.5,17.23
ANN BELL,Saldanha Bay_South Africa,Mundra_India,6264.92,13.5,19.34
ANN BELL,Saldanha Bay_South Africa,Jubail_Saudi Arabia,5002.9,13.5,15.44
ANN BELL,Saldanha Bay_South Africa,Itaguaí_Brazil,4600.37,13.5,14.2
ANN BELL,Saldanha Bay_South Africa,Jingtang_China,8123.94,13.5,25.07
ANN BELL,Saldanha Bay_South Africa,Lianyungang_China,7865.55,13.5,24.28
ANN BELL,Saldanha Bay_South Africa,Krishnapatnam_India,5126.31,13.5,15.82
ANN BELL,Taboneo_Indonesia,Vancouver_Canada,9205.3,13.5,28.41
ANN BELL,Taboneo_Indonesia,Kamsar_Guinea,11079.73,13.5,34.2
ANN BELL,Taboneo_Indonesia,Port Hedland_Australia,1644.23,13.5,5.07
ANN BELL,Taboneo_Indonesia,Tubarao_Brazil,12559.18,13.5,38.76
ANN BELL,Taboneo_Indonesia,Qingdao_China,3109.59,13.5,9.6
ANN BELL,Taboneo_Indonesia,Caofeidian_China,3081.52,13.5,9.51
ANN BELL,Taboneo_Indonesia,Tianjin_China,3346.33,13.5,10.33
ANN BELL,Taboneo_Indonesia,Vizag_India,2372.52,13.5,7.32
ANN BELL,Taboneo_Indonesia,Fangcheng_China,1830.51,13.5,5.65
ANN BELL,Taboneo_Indonesia,Mangalore_India,3708.04,13.5,11.44
ANN BELL,Taboneo_Indonesia,Gwangyang_South Korea,3114.12,13.5,9.61
ANN BELL,Taboneo_Indonesia,Teluk Rubiah_Malaysia,1448.98,13.5,4.47
ANN BELL,Taboneo_Indonesia,Paradip_India,2424.45,13.5,7.48
ANN BELL,Taboneo_Indonesia,Map Ta Phut_Thailand,1369.64,13.5,4.23
ANN BELL,Taboneo_Indonesia,Rotterdam_Netherlands,9119.0,13.5,28.15
ANN BELL,Taboneo_Indonesia,Xiamen_China,1975.74,13.5,6.1
ANN BELL,Taboneo_Indonesia,Kandla_India,3670.92,13.5,11.33
ANN BELL,Taboneo_Indonesia,Port Talbot_Wales,9185.53,13.5,28.35
ANN BELL,Taboneo_Indonesia,Mundra_India,3596.52,13.5,11.1
ANN BELL,Taboneo_Indonesia,Jubail_Saudi Arabia,5920.49,13.5,18.27
ANN BELL,Taboneo_Indonesia,Itaguaí_Brazil,12599.51,13.5,38.89
ANN BELL,Taboneo_Indonesia,Jingtang_China,3365.32,13.5,10.39
ANN BELL,Taboneo_Indonesia,Lianyungang_China,2993.94,13.5,9.24
ANN BELL,Taboneo_Indonesia,Krishnapatnam_India,2411.88,13.5,7.44
ANN BELL,Vancouver_Canada,Kamsar_Guinea,7832.35,13.5,24.17
ANN BELL,Vancouver_Canada,Port Hedland_Australia,10384.52,13.5,32.05
ANN BELL,Vancouver_Canada,Tubarao_Brazil,8471.67,13.5,26.15
ANN BELL,Vancouver_Canada,Qingdao_China,5280.08,13.5,16.3
ANN BELL,Vancouver_Canada,Caofeidian_China,5355.0,13.5,16.53
ANN BELL,Vancouver_Canada,Tianjin_China,5030.25,13.5,15.53
ANN BELL,Vancouver_Canada,Vizag_India,8810.76,13.5,27.19
ANN BELL,Vancouver_Canada,Fangcheng_China,6011.32,13.5,18.55
ANN BELL,Vancouver_Canada,Mangalore_India,9733.19,13.5,30.04
ANN BELL,Vancouver_Canada,Gwangyang_South Korea,4560.94,13.5,14.08
ANN BELL,Vancouver_Canada,Teluk Rubiah_Malaysia,9625.02,13.5,29.71
ANN BELL,Vancouver_Canada,Paradip_India,9045.75,13.5,27.92
ANN BELL,Vancouver_Canada,Map Ta Phut_Thailand,8979.21,13.5,27.71
ANN BELL,Vancouver_Canada,Rotterdam_Netherlands,8711.22,13.5,26.89
ANN BELL,Vancouver_Canada,Xiamen_China,5263.68,13.5,16.25
ANN BELL,Vancouver_Canada,Kandla_India,9772.29,13.5,30.16
ANN BELL,Vancouver_Canada,Port Talbot_Wales,5606.8,13.5,17.3
ANN BELL,Vancouver_Canada,Mundra_India,10028.64,13.5,30.95
ANN BELL,Vancouver_Canada,Jubail_Saudi Arabia,8692.22,13.5,26.83
ANN BELL,Vancouver_Canada,Itaguaí_Brazil,8455.58,13.5,26.1
ANN BELL,Vancouver_Canada,Jingtang_China,5337.66,13.5,16.47
ANN BELL,Vancouver_Canada,Lianyungang_China,5063.85,13.5,15.63
ANN BELL,Vancouver_Canada,Krishnapatnam_India,8260.25,13.5,25.49
ANN BELL,Kamsar_Guinea,Port Hedland_Australia,11329.31,13.5,34.97
ANN BELL,Kamsar_Guinea,Tubarao_Brazil,3314.3,13.5,10.23
ANN BELL,Kamsar_Guinea,Qingdao_China,11614.72,13.5,35.85
ANN BELL,Kamsar_Guinea,Caofeidian_China,11120.08,13.5,34.32
ANN BELL,Kamsar_Guinea,Tianjin_China,11854.27,13.5,36.59
ANN BELL,Kamsar_Guinea,Vizag_India,8455.2,13.5,26.1
ANN BELL,Kamsar_Guinea,Fangcheng_China,10129.0,13.5,31.26
ANN BELL,Kamsar_Guinea,Mangalore_India,7385.41,13.5,22.79
ANN BELL,Kamsar_Guinea,Gwangyang_South Korea,10303.94,13.5,31.8
ANN BELL,Kamsar_Guinea,Teluk Rubiah_Malaysia,9632.65,13.5,29.73
ANN BELL,Kamsar_Guinea,Paradip_India,8187.4,13.5,25.27
ANN BELL,Kamsar_Guinea,Map Ta Phut_Thailand,9484.41,13.5,29.27
ANN BELL,Kamsar_Guinea,Rotterdam_Netherlands,3718.64,13.5,11.48
ANN BELL,Kamsar_Guinea,Xiamen_China,10304.48,13.5,31.8
ANN BELL,Kamsar_Guinea,Kandla_India,6880.84,13.5,21.24
ANN BELL,Kamsar_Guinea,Port Talbot_Wales,3533.18,13.5,10.9
ANN BELL,Kamsar_Guinea,Mundra_India,6844.87,13.5,21.13
ANN BELL,Kamsar_Guinea,Jubail_Saudi Arabia,5299.3,13.5,16.36
ANN BELL,Kamsar_Guinea,Itaguaí_Brazil,3667.27,13.5,11.32
ANN BELL,Kamsar_Guinea,Jingtang_China,12019.35,13.5,37.1
ANN BELL,Kamsar_Guinea,Lianyungang_China,9885.23,13.5,30.51
ANN BELL,Kamsar_Guinea,Krishnapatnam_India,7786.53,13.5,24.03
ANN BELL,Port Hedland_Australia,Tubarao_Brazil,11300.54,13.5,34.88
ANN BELL,Port Hedland_Australia,Qingdao_China,3492.58,13.5,10.78
ANN BELL,Port Hedland_Australia,Caofeidian_China,3788.51,13.5,11.69
ANN BELL,Port Hedland_Australia,Tianjin_China,3985.8,13.5,12.3
ANN BELL,Port Hedland_Australia,Vizag_India,4327.04,13.5,13.36
ANN BELL,Port Hedland_Australia,Fangcheng_China,2842.74,13.5,8.77
ANN BELL,Port Hedland_Australia,Mangalore_India,4570.22,13.5,14.11
ANN BELL,Port Hedland_Australia,Gwangyang_South Korea,3633.0,13.5,11.21
ANN BELL,Port Hedland_Australia,Teluk Rubiah_Malaysia,2538.05,13.5,7.83
ANN BELL,Port Hedland_Australia,Paradip_India,2980.8,13.5,9.2
ANN BELL,Port Hedland_Australia,Map Ta Phut_Thailand,3124.28,13.5,9.64
ANN BELL,Port Hedland_Australia,Rotterdam_Netherlands,10158.86,13.5,31.35
ANN BELL,Port Hedland_Australia,Xiamen_China,2806.75,13.5,8.66
ANN BELL,Port Hedland_Australia,Kandla_India,5385.93,13.5,16.62
ANN BELL,Port Hedland_Australia,Port Talbot_Wales,10570.05,13.5,32.62
ANN BELL,Port Hedland_Australia,Mundra_India,5406.14,13.5,16.69
ANN BELL,Port Hedland_Australia,Jubail_Saudi Arabia,6877.94,13.5,21.23
ANN BELL,Port Hedland_Australia,Itaguaí_Brazil,11221.22,13.5,34.63
ANN BELL,Port Hedland_Australia,Jingtang_China,3584.64,13.5,11.06
ANN BELL,Port Hedland_Australia,Lianyungang_China,3545.52,13.5,10.94
ANN BELL,Port Hedland_Australia,Krishnapatnam_India,2916.5,13.5,9.0
ANN BELL,Tubarao_Brazil,Qingdao_China,10480.4,13.5,32.35
ANN BELL,Tubarao_Brazil,Caofeidian_China,11214.72,13.5,34.61
ANN BELL,Tubarao_Brazil,Tianjin_China,12890.75,13.5,39.79
ANN BELL,Tubarao_Brazil,Vizag_India,10654.01,13.5,32.88
ANN BELL,Tubarao_Brazil,Fangcheng_China,10191.84,13.5,31.46
ANN BELL,Tubarao_Brazil,Mangalore_India,9895.96,13.5,30.54
ANN BELL,Tubarao_Brazil,Gwangyang_South Korea,13609.77,13.5,42.01
ANN BELL,Tubarao_Brazil,Teluk Rubiah_Malaysia,11654.83,13.5,35.97
ANN BELL,Tubarao_Brazil,Paradip_India,10965.74,13.5,33.84
ANN BELL,Tubarao_Brazil,Map Ta Phut_Thailand,11961.13,13.5,36.92
ANN BELL,Tubarao_Brazil,Rotterdam_Netherlands,5161.33,13.5,15.93
ANN BELL,Tubarao_Brazil,Xiamen_China,10765.65,13.5,33.23
ANN BELL,Tubarao_Brazil,Kandla_India,9745.46,13.5,30.08
ANN BELL,Tubarao_Brazil,Port Talbot_Wales,4836.84,13.5,14.93
ANN BELL,Tubarao_Brazil,Mundra_India,9704.32,13.5,29.95
ANN BELL,Tubarao_Brazil,Jubail_Saudi Arabia,8049.72,13.5,24.84
ANN BELL,Tubarao_Brazil,Itaguaí_Brazil,358.36,13.5,1.11
ANN BELL,Tubarao_Brazil,Jingtang_China,11650.33,13.5,35.96
ANN BELL,Tubarao_Brazil,Lianyungang_China,10718.5,13.5,33.08
ANN BELL,Tubarao_Brazil,Krishnapatnam_India,7761.6,13.5,23.96
ANN BELL,Qingdao_China,Caofeidian_China,278.65,13.5,0.86
ANN BELL,Qingdao_China,Tianjin_China,304.26,13.5,0.94
ANN BELL,Qingdao_China,Vizag_India,3156.62,13.5,9.74
ANN BELL,Qingdao_China,Fangcheng_China,1501.69,13.5,4.63
ANN BELL,Qingdao_China,Mangalore_India,3940.36,13.5,12.16
ANN BELL,Qingdao_China,Gwangyang_South Korea,508.54,13.5,1.57
ANN BELL,Qingdao_China,Teluk Rubiah_Malaysia,2692.8,13.5,8.31
ANN BELL,Qingdao_China,Paradip_India,2806.81,13.5,8.66
ANN BELL,Qingdao_China,Map Ta Phut_Thailand,2447.06,13.5,7.55
ANN BELL,Qingdao_China,Rotterdam_Netherlands,6381.96,13.5,19.7
ANN BELL,Qingdao_China,Xiamen_China,986.13,13.5,3.04
ANN BELL,Qingdao_China,Kandla_India,3784.14,13.5,11.68
ANN BELL,Qingdao_China,Port Talbot_Wales,6696.68,13.5,20.67
ANN BELL,Qingdao_China,Mundra_India,3825.69,13.5,11.81
ANN BELL,Qingdao_China,Jubail_Saudi Arabia,5014.2,13.5,15.48
ANN BELL,Qingdao_China,Itaguaí_Brazil,11370.96,13.5,35.1
ANN BELL,Qingdao_China,Jingtang_China,289.2,13.5,0.89
ANN BELL,Qingdao_China,Lianyungang_China,130.17,13.5,0.4
ANN BELL,Qingdao_China,Krishnapatnam_India,3532.96,13.5,10.9
ANN BELL,Caofeidian_China,Tianjin_China,49.44,13.5,0.15
ANN BELL,Caofeidian_China,Vizag_India,3131.34,13.5,9.66
ANN BELL,Caofeidian_China,Fangcheng_China,1635.32,13.5,5.05
ANN BELL,Caofeidian_China,Mangalore_India,3904.26,13.5,12.05
ANN BELL,Caofeidian_China,Gwangyang_South Korea,707.72,13.5,2.18
ANN BELL,Caofeidian_China,Teluk Rubiah_Malaysia,3106.48,13.5,9.59
ANN BELL,Caofeidian_China,Paradip_India,2781.98,13.5,8.59
ANN BELL,Caofeidian_China,Map Ta Phut_Thailand,2563.49,13.5,7.91
ANN BELL,Caofeidian_China,Rotterdam_Netherlands,6106.14,13.5,18.85
ANN BELL,Caofeidian_China,Xiamen_China,1220.12,13.5,3.77
ANN BELL,Caofeidian_China,Kandla_India,5591.36,13.5,17.26
ANN BELL,Caofeidian_China,Port Talbot_Wales,6419.04,13.5,19.81
ANN BELL,Caofeidian_China,Mundra_India,3718.17,13.5,11.48
ANN BELL,Caofeidian_China,Jubail_Saudi Arabia,4839.34,13.5,14.94
ANN BELL,Caofeidian_China,Itaguaí_Brazil,11328.57,13.5,34.96
ANN BELL,Caofeidian_China,Jingtang_China,18.92,13.5,0.06
ANN BELL,Caofeidian_China,Lianyungang_China,363.4,13.5,1.12
ANN BELL,Caofeidian_China,Krishnapatnam_India,3512.96,13.5,10.84
ANN BELL,Tianjin_China,Vizag_India,4129.65,13.5,12.75
ANN BELL,Tianjin_China,Fangcheng_China,1611.01,13.5,4.97
ANN BELL,Tianjin_China,Mangalore_India,3858.15,13.5,11.91
ANN BELL,Tianjin_China,Gwangyang_South Korea,752.03,13.5,2.32
ANN BELL,Tianjin_China,Teluk Rubiah_Malaysia,2969.17,13.5,9.16
ANN BELL,Tianjin_China,Paradip_India,4542.3,13.5,14.02
ANN BELL,Tianjin_China,Map Ta Phut_Thailand,2534.88,13.5,7.82
ANN BELL,Tianjin_China,Rotterdam_Netherlands,11133.0,13.5,34.36
ANN BELL,Tianjin_China,Xiamen_China,1219.14,13.5,3.76
ANN BELL,Tianjin_China,Kandla_India,3627.91,13.5,11.2
ANN BELL,Tianjin_China,Port Talbot_Wales,6392.99,13.5,19.73
ANN BELL,Tianjin_China,Mundra_India,3668.99,13.5,11.32
ANN BELL,Tianjin_China,Jubail_Saudi Arabia,4790.83,13.5,14.79
ANN BELL,Tianjin_China,Itaguaí_Brazil,11373.12,13.5,35.1
ANN BELL,Tianjin_China,Jingtang_China,82.82,13.5,0.26
ANN BELL,Tianjin_China,Lianyungang_China,374.38,13.5,1.16
ANN BELL,Tianjin_China,Krishnapatnam_India,3468.08,13.5,10.7
ANN BELL,Vizag_India,Fangcheng_China,2014.3,13.5,6.22
ANN BELL,Vizag_India,Mangalore_India,789.08,13.5,2.44
ANN BELL,Vizag_India,Gwangyang_South Korea,3611.62,13.5,11.15
ANN BELL,Vizag_India,Teluk Rubiah_Malaysia,1827.88,13.5,5.64
ANN BELL,Vizag_India,Paradip_India,248.46,13.5,0.77
ANN BELL,Vizag_India,Map Ta Phut_Thailand,1513.98,13.5,4.67
ANN BELL,Vizag_India,Rotterdam_Netherlands,5840.39,13.5,18.03
ANN BELL,Vizag_India,Xiamen_China,2784.31,13.5,8.59
ANN BELL,Vizag_India,Kandla_India,1118.35,13.5,3.45
ANN BELL,Vizag_India,Port Talbot_Wales,6253.19,13.5,19.3
ANN BELL,Vizag_India,Mundra_India,1148.95,13.5,3.55
ANN BELL,Vizag_India,Jubail_Saudi Arabia,2893.44,13.5,8.93
ANN BELL,Vizag_India,Itaguaí_Brazil,10956.11,13.5,33.82
ANN BELL,Vizag_India,Jingtang_China,3146.8,13.5,9.71
ANN BELL,Vizag_India,Lianyungang_China,4064.24,13.5,12.54
ANN BELL,Vizag_India,Krishnapatnam_India,383.83,13.5,1.18
ANN BELL,Fangcheng_China,Mangalore_India,2780.8,13.5,8.58
ANN BELL,Fangcheng_China,Gwangyang_South Korea,1809.86,13.5,5.59
ANN BELL,Fangcheng_China,Teluk Rubiah_Malaysia,1722.0,13.5,5.31
ANN BELL,Fangcheng_China,Paradip_India,1704.09,13.5,5.26
ANN BELL,Fangcheng_China,Map Ta Phut_Thailand,948.11,13.5,2.93
ANN BELL,Fangcheng_China,Rotterdam_Netherlands,6845.91,13.5,21.13
ANN BELL,Fangcheng_China,Xiamen_China,789.98,13.5,2.44
ANN BELL,Fangcheng_China,Kandla_India,2960.94,13.5,9.14
ANN BELL,Fangcheng_China,Port Talbot_Wales,7225.35,13.5,22.3
ANN BELL,Fangcheng_China,Mundra_India,4160.19,13.5,12.84
ANN BELL,Fangcheng_China,Jubail_Saudi Arabia,5177.52,13.5,15.98
ANN BELL,Fangcheng_China,Itaguaí_Brazil,10310.16,13.5,31.82
ANN BELL,Fangcheng_China,Jingtang_China,1654.25,13.5,5.11
ANN BELL,Fangcheng_China,Lianyungang_China,1372.53,13.5,4.24
ANN BELL,Fangcheng_China,Krishnapatnam_India,2337.75,13.5,7.22
ANN BELL,Mangalore_India,Gwangyang_South Korea,4399.69,13.5,13.58
ANN BELL,Mangalore_India,Teluk Rubiah_Malaysia,2261.56,13.5,6.98
ANN BELL,Mangalore_India,Paradip_India,1135.91,13.5,3.51
ANN BELL,Mangalore_India,Map Ta Phut_Thailand,2155.35,13.5,6.65
ANN BELL,Mangalore_India,Rotterdam_Netherlands,6434.01,13.5,19.86
ANN BELL,Mangalore_India,Xiamen_China,3560.49,13.5,10.99
ANN BELL,Mangalore_India,Kandla_India,927.22,13.5,2.86
ANN BELL,Mangalore_India,Port Talbot_Wales,6125.81,13.5,18.91
ANN BELL,Mangalore_India,Mundra_India,929.52,13.5,2.87
ANN BELL,Mangalore_India,Jubail_Saudi Arabia,2309.23,13.5,7.13
ANN BELL,Mangalore_India,Itaguaí_Brazil,10188.0,13.5,31.44
ANN BELL,Mangalore_India,Jingtang_China,3919.16,13.5,12.1
ANN BELL,Mangalore_India,Lianyungang_China,3841.49,13.5,11.86
ANN BELL,Mangalore_India,Krishnapatnam_India,444.77,13.5,1.37
ANN BELL,Gwangyang_South Korea,Teluk Rubiah_Malaysia,3333.09,13.5,10.29
ANN BELL,Gwangyang_South Korea,Paradip_India,3263.79,13.5,10.07
ANN BELL,Gwangyang_South Korea,Map Ta Phut_Thailand,2750.35,13.5,8.49
ANN BELL,Gwangyang_South Korea,Rotterdam_Netherlands,6736.22,13.5,20.79
ANN BELL,Gwangyang_South Korea,Xiamen_China,1119.15,13.5,3.45
ANN BELL,Gwangyang_South Korea,Kandla_India,4283.55,13.5,13.22
ANN BELL,Gwangyang_South Korea,Port Talbot_Wales,7028.8,13.5,21.69
ANN BELL,Gwangyang_South Korea,Mundra_India,5278.26,13.5,16.29
ANN BELL,Gwangyang_South Korea,Jubail_Saudi Arabia,5521.52,13.5,17.04
ANN BELL,Gwangyang_South Korea,Itaguaí_Brazil,13947.02,13.5,43.05
ANN BELL,Gwangyang_South Korea,Jingtang_China,706.79,13.5,2.18
ANN BELL,Gwangyang_South Korea,Lianyungang_China,458.81,13.5,1.42
ANN BELL,Gwangyang_South Korea,Krishnapatnam_India,3981.56,13.5,12.29
ANN BELL,Teluk Rubiah_Malaysia,Paradip_India,1769.87,13.5,5.46
ANN BELL,Teluk Rubiah_Malaysia,Map Ta Phut_Thailand,714.78,13.5,2.21
ANN BELL,Teluk Rubiah_Malaysia,Rotterdam_Netherlands,7623.66,13.5,23.53
ANN BELL,Teluk Rubiah_Malaysia,Xiamen_China,2218.09,13.5,6.85
ANN BELL,Teluk Rubiah_Malaysia,Kandla_India,2933.8,13.5,9.05
ANN BELL,Teluk Rubiah_Malaysia,Port Talbot_Wales,8033.8,13.5,24.8
ANN BELL,Teluk Rubiah_Malaysia,Mundra_India,2960.51,13.5,9.14
ANN BELL,Teluk Rubiah_Malaysia,Jubail_Saudi Arabia,4509.85,13.5,13.92
ANN BELL,Teluk Rubiah_Malaysia,Itaguaí_Brazil,11840.55,13.5,36.54
ANN BELL,Teluk Rubiah_Malaysia,Jingtang_China,3118.96,13.5,9.63
ANN BELL,Teluk Rubiah_Malaysia,Lianyungang_China,2957.46,13.5,9.13
ANN BELL,Teluk Rubiah_Malaysia,Krishnapatnam_India,1897.37,13.5,5.86
ANN BELL,Paradip_India,Map Ta Phut_Thailand,1329.57,13.5,4.1
ANN BELL,Paradip_India,Rotterdam_Netherlands,5854.16,13.5,18.07
ANN BELL,Paradip_India,Xiamen_China,2460.05,13.5,7.59
ANN BELL,Paradip_India,Kandla_India,2332.74,13.5,7.2
ANN BELL,Paradip_India,Port Talbot_Wales,6264.74,13.5,19.34
ANN BELL,Paradip_India,Mundra_India,1343.32,13.5,4.15
ANN BELL,Paradip_India,Jubail_Saudi Arabia,2896.44,13.5,8.94
ANN BELL,Paradip_India,Itaguaí_Brazil,8399.58,13.5,25.92
ANN BELL,Paradip_India,Jingtang_China,4434.56,13.5,13.69
ANN BELL,Paradip_India,Lianyungang_China,4003.0,13.5,12.35
ANN BELL,Paradip_India,Krishnapatnam_India,544.68,13.5,1.68
ANN BELL,Map Ta Phut_Thailand,Rotterdam_Netherlands,7087.84,13.5,21.88
ANN BELL,Map Ta Phut_Thailand,Xiamen_China,1673.53,13.5,5.17
ANN BELL,Map Ta Phut_Thailand,Kandla_India,2617.88,13.5,8.08
ANN BELL,Map Ta Phut_Thailand,Port Talbot_Wales,7491.29,13.5,23.12
ANN BELL,Map Ta Phut_Thailand,Mundra_India,2651.57,13.5,8.18
ANN BELL,Map Ta Phut_Thailand,Jubail_Saudi Arabia,4216.46,13.5,13.01
ANN BELL,Map Ta Phut_Thailand,Itaguaí_Brazil,12207.2,13.5,37.68
ANN BELL,Map Ta Phut_Thailand,Jingtang_China,2582.34,13.5,7.97
ANN BELL,Map Ta Phut_Thailand,Lianyungang_China,2318.6,13.5,7.16
ANN BELL,Map Ta Phut_Thailand,Krishnapatnam_India,1724.27,13.5,5.32
ANN BELL,Rotterdam_Netherlands,Xiamen_China,7088.02,13.5,21.88
ANN BELL,Rotterdam_Netherlands,Kandla_India,6143.98,13.5,18.96
ANN BELL,Rotterdam_Netherlands,Port Talbot_Wales,535.8,13.5,1.65
ANN BELL,Rotterdam_Netherlands,Mundra_India,4815.01,13.5,14.86
ANN BELL,Rotterdam_Netherlands,Jubail_Saudi Arabia,3534.82,13.5,10.91
ANN BELL,Rotterdam_Netherlands,Itaguaí_Brazil,5383.3,13.5,16.62
ANN BELL,Rotterdam_Netherlands,Jingtang_China,6098.45,13.5,18.82
